"sac_train/steps","desert-fog-33 - _step","desert-fog-33 - _step__MIN","desert-fog-33 - _step__MAX","desert-fog-33 - sac_train/episode_return","desert-fog-33 - sac_train/episode_return__MIN","desert-fog-33 - sac_train/episode_return__MAX","smart-durian-34 - _step","smart-durian-34 - _step__MIN","smart-durian-34 - _step__MAX","smart-durian-34 - sac_train/episode_return","smart-durian-34 - sac_train/episode_return__MIN","smart-durian-34 - sac_train/episode_return__MAX","vague-hill-35 - _step","vague-hill-35 - _step__MIN","vague-hill-35 - _step__MAX","vague-hill-35 - sac_train/episode_return","vague-hill-35 - sac_train/episode_return__MIN","vague-hill-35 - sac_train/episode_return__MAX"
"755515","6039","6039","6039","-126.18387837185979","-126.18387837185979","-126.18387837185979","","","","","","","","","","","",""
"755622","","","","","","","6040","6040","6040","-192.88738662918013","-192.88738662918013","-192.88738662918013","","","","","",""
"756992","","","","","","","","","","","","","6052","6052","6052","-149.52485489376667","-149.52485489376667","-149.52485489376667"
"757514","6055","6055","6055","-146.65068587092924","-146.65068587092924","-146.65068587092924","","","","","","","","","","","",""
"757621","","","","","","","6056","6056","6056","-67.8724253322013","-67.8724253322013","-67.8724253322013","","","","","",""
"758991","","","","","","","","","","","","","6068","6068","6068","-140.18298195497954","-140.18298195497954","-140.18298195497954"
"759513","6071","6071","6071","-125.47715716769879","-125.47715716769879","-125.47715716769879","","","","","","","","","","","",""
"759620","","","","","","","6072","6072","6072","-192.76527293803625","-192.76527293803625","-192.76527293803625","","","","","",""
"760990","","","","","","","","","","","","","6084","6084","6084","-153.10212513318717","-153.10212513318717","-153.10212513318717"
"761512","6087","6087","6087","-129.13732669044137","-129.13732669044137","-129.13732669044137","","","","","","","","","","","",""
"761619","","","","","","","6088","6088","6088","-110.55824513959186","-110.55824513959186","-110.55824513959186","","","","","",""
"762989","","","","","","","","","","","","","6100","6100","6100","-157.1902481939478","-157.1902481939478","-157.1902481939478"
"763511","6103","6103","6103","-94.36667406431437","-94.36667406431437","-94.36667406431437","","","","","","","","","","","",""
"763618","","","","","","","6104","6104","6104","-127.21892654113597","-127.21892654113597","-127.21892654113597","","","","","",""
"764988","","","","","","","","","","","","","6116","6116","6116","-129.4949196631633","-129.4949196631633","-129.4949196631633"
"765510","6119","6119","6119","-129.20763263562847","-129.20763263562847","-129.20763263562847","","","","","","","","","","","",""
"765617","","","","","","","6120","6120","6120","-139.4328237580671","-139.4328237580671","-139.4328237580671","","","","","",""
"766987","","","","","","","","","","","","","6132","6132","6132","-139.08622886774052","-139.08622886774052","-139.08622886774052"
"767509","6135","6135","6135","-100.49765848800327","-100.49765848800327","-100.49765848800327","","","","","","","","","","","",""
"767616","","","","","","","6136","6136","6136","-91.8887307496691","-91.8887307496691","-91.8887307496691","","","","","",""
"768986","","","","","","","","","","","","","6148","6148","6148","-100.01040642400702","-100.01040642400702","-100.01040642400702"
"769508","6151","6151","6151","-146.1822704623896","-146.1822704623896","-146.1822704623896","","","","","","","","","","","",""
"769615","","","","","","","6152","6152","6152","-189.68635375776034","-189.68635375776034","-189.68635375776034","","","","","",""
"770985","","","","","","","","","","","","","6164","6164","6164","-132.95411485379245","-132.95411485379245","-132.95411485379245"
"771507","6167","6167","6167","-90.70241003693786","-90.70241003693786","-90.70241003693786","","","","","","","","","","","",""
"771614","","","","","","","6168","6168","6168","-179.62760647722988","-179.62760647722988","-179.62760647722988","","","","","",""
"772984","","","","","","","","","","","","","6180","6180","6180","-131.4100096431457","-131.4100096431457","-131.4100096431457"
"773506","6183","6183","6183","-93.83303638798884","-93.83303638798884","-93.83303638798884","","","","","","","","","","","",""
"773613","","","","","","","6184","6184","6184","-65.13417534446012","-65.13417534446012","-65.13417534446012","","","","","",""
"774983","","","","","","","","","","","","","6196","6196","6196","-160.16757912067396","-160.16757912067396","-160.16757912067396"
"775505","6199","6199","6199","-136.28870661088447","-136.28870661088447","-136.28870661088447","","","","","","","","","","","",""
"775612","","","","","","","6200","6200","6200","-187.51712771397402","-187.51712771397402","-187.51712771397402","","","","","",""
"776982","","","","","","","","","","","","","6212","6212","6212","-139.8682230462168","-139.8682230462168","-139.8682230462168"
"777504","6215","6215","6215","-127.06835656145836","-127.06835656145836","-127.06835656145836","","","","","","","","","","","",""
"777611","","","","","","","6216","6216","6216","-134.79957038459608","-134.79957038459608","-134.79957038459608","","","","","",""
"778981","","","","","","","","","","","","","6228","6228","6228","-100.2426416762674","-100.2426416762674","-100.2426416762674"
"779503","6231","6231","6231","-90.50097407259543","-90.50097407259543","-90.50097407259543","","","","","","","","","","","",""
"779610","","","","","","","6232","6232","6232","-65.64805438799365","-65.64805438799365","-65.64805438799365","","","","","",""
"780980","","","","","","","","","","","","","6244","6244","6244","-179.98275599415712","-179.98275599415712","-179.98275599415712"
"781502","6247","6247","6247","-128.42787495731645","-128.42787495731645","-128.42787495731645","","","","","","","","","","","",""
"781609","","","","","","","6248","6248","6248","-83.55279648503928","-83.55279648503928","-83.55279648503928","","","","","",""
"782979","","","","","","","","","","","","","6260","6260","6260","-139.2607782419187","-139.2607782419187","-139.2607782419187"
"783501","6263","6263","6263","-145.45921332048184","-145.45921332048184","-145.45921332048184","","","","","","","","","","","",""
"783608","","","","","","","6264","6264","6264","-104.46036669379836","-104.46036669379836","-104.46036669379836","","","","","",""
"784978","","","","","","","","","","","","","6276","6276","6276","-89.27467752203383","-89.27467752203383","-89.27467752203383"
"785500","6279","6279","6279","-140.37662769004586","-140.37662769004586","-140.37662769004586","","","","","","","","","","","",""
"785607","","","","","","","6280","6280","6280","-70.24694759028117","-70.24694759028117","-70.24694759028117","","","","","",""
"786977","","","","","","","","","","","","","6292","6292","6292","-130.16008563379933","-130.16008563379933","-130.16008563379933"
"787499","6295","6295","6295","-89.71765100632486","-89.71765100632486","-89.71765100632486","","","","","","","","","","","",""
"787606","","","","","","","6296","6296","6296","-179.87794096619427","-179.87794096619427","-179.87794096619427","","","","","",""
"788976","","","","","","","","","","","","","6308","6308","6308","-119.84999567688627","-119.84999567688627","-119.84999567688627"
"789498","6311","6311","6311","-145.51271910373796","-145.51271910373796","-145.51271910373796","","","","","","","","","","","",""
"789605","","","","","","","6312","6312","6312","-179.76575608928854","-179.76575608928854","-179.76575608928854","","","","","",""
"790975","","","","","","","","","","","","","6324","6324","6324","-141.65424450967305","-141.65424450967305","-141.65424450967305"
"791497","6327","6327","6327","-148.3035234749477","-148.3035234749477","-148.3035234749477","","","","","","","","","","","",""
"791604","","","","","","","6328","6328","6328","-85.74232934205284","-85.74232934205284","-85.74232934205284","","","","","",""
"792974","","","","","","","","","","","","","6340","6340","6340","-153.6413832269146","-153.6413832269146","-153.6413832269146"
"793496","6343","6343","6343","-125.09996131308098","-125.09996131308098","-125.09996131308098","","","","","","","","","","","",""
"793603","","","","","","","6344","6344","6344","-81.94600947156947","-81.94600947156947","-81.94600947156947","","","","","",""
"794973","","","","","","","","","","","","","6356","6356","6356","-143.90989367853004","-143.90989367853004","-143.90989367853004"
"795495","6359","6359","6359","-162.188220709161","-162.188220709161","-162.188220709161","","","","","","","","","","","",""
"795602","","","","","","","6360","6360","6360","-173.70613758081439","-173.70613758081439","-173.70613758081439","","","","","",""
"796972","","","","","","","","","","","","","6372","6372","6372","-139.0101013300178","-139.0101013300178","-139.0101013300178"
"797494","6375","6375","6375","-113.52692107287866","-113.52692107287866","-113.52692107287866","","","","","","","","","","","",""
"797601","","","","","","","6376","6376","6376","-203.7736694001137","-203.7736694001137","-203.7736694001137","","","","","",""
"798971","","","","","","","","","","","","","6388","6388","6388","-131.0718169137316","-131.0718169137316","-131.0718169137316"
"799493","6391","6391","6391","-89.31051551086064","-89.31051551086064","-89.31051551086064","","","","","","","","","","","",""
"799600","","","","","","","6391","6391","6391","-197.4648622993124","-197.4648622993124","-197.4648622993124","","","","","",""
"800970","","","","","","","","","","","","","6404","6404","6404","-129.71189727516622","-129.71189727516622","-129.71189727516622"
"801492","6407","6407","6407","-125.99398799916582","-125.99398799916582","-125.99398799916582","","","","","","","","","","","",""
"801599","","","","","","","6407","6407","6407","-174.06142028807673","-174.06142028807673","-174.06142028807673","","","","","",""
"802969","","","","","","","","","","","","","6420","6420","6420","-169.71019694744592","-169.71019694744592","-169.71019694744592"
"803491","6423","6423","6423","-131.49531323677766","-131.49531323677766","-131.49531323677766","","","","","","","","","","","",""
"803598","","","","","","","6423","6423","6423","-193.21275152194298","-193.21275152194298","-193.21275152194298","","","","","",""
"804968","","","","","","","","","","","","","6436","6436","6436","-151.1634478880888","-151.1634478880888","-151.1634478880888"
"805490","6439","6439","6439","-96.3476476056367","-96.3476476056367","-96.3476476056367","","","","","","","","","","","",""
"805597","","","","","","","6439","6439","6439","-125.13834718497998","-125.13834718497998","-125.13834718497998","","","","","",""
"806967","","","","","","","","","","","","","6452","6452","6452","-101.19026623727856","-101.19026623727856","-101.19026623727856"
"807489","6455","6455","6455","-131.6942299926855","-131.6942299926855","-131.6942299926855","","","","","","","","","","","",""
"807596","","","","","","","6455","6455","6455","-71.6875059113872","-71.6875059113872","-71.6875059113872","","","","","",""
"808966","","","","","","","","","","","","","6468","6468","6468","-114.1235088656166","-114.1235088656166","-114.1235088656166"
"809488","6471","6471","6471","-84.53883224733052","-84.53883224733052","-84.53883224733052","","","","","","","","","","","",""
"809595","","","","","","","6471","6471","6471","-166.84700541458818","-166.84700541458818","-166.84700541458818","","","","","",""
"810965","","","","","","","","","","","","","6484","6484","6484","-137.12617102236277","-137.12617102236277","-137.12617102236277"
"811487","6487","6487","6487","-138.89235444732978","-138.89235444732978","-138.89235444732978","","","","","","","","","","","",""
"811594","","","","","","","6487","6487","6487","-166.52124056147082","-166.52124056147082","-166.52124056147082","","","","","",""
"812964","","","","","","","","","","","","","6500","6500","6500","-146.1585553049869","-146.1585553049869","-146.1585553049869"
"813486","6503","6503","6503","-122.8407991205113","-122.8407991205113","-122.8407991205113","","","","","","","","","","","",""
"813593","","","","","","","6503","6503","6503","-80.76401107667716","-80.76401107667716","-80.76401107667716","","","","","",""
"814963","","","","","","","","","","","","","6516","6516","6516","-120.80713327583996","-120.80713327583996","-120.80713327583996"
"815485","6519","6519","6519","-96.6541132740172","-96.6541132740172","-96.6541132740172","","","","","","","","","","","",""
"815592","","","","","","","6519","6519","6519","-132.2757695017489","-132.2757695017489","-132.2757695017489","","","","","",""
"816962","","","","","","","","","","","","","6532","6532","6532","-135.8885373496523","-135.8885373496523","-135.8885373496523"
"817484","6535","6535","6535","-149.47947590154223","-149.47947590154223","-149.47947590154223","","","","","","","","","","","",""
"817591","","","","","","","6535","6535","6535","-155.67599284685397","-155.67599284685397","-155.67599284685397","","","","","",""
"818961","","","","","","","","","","","","","6548","6548","6548","-134.8625285531372","-134.8625285531372","-134.8625285531372"
"819483","6551","6551","6551","-103.51900697326019","-103.51900697326019","-103.51900697326019","","","","","","","","","","","",""
"819590","","","","","","","6551","6551","6551","-146.95329530082293","-146.95329530082293","-146.95329530082293","","","","","",""
"820960","","","","","","","","","","","","","6564","6564","6564","-111.41833571370931","-111.41833571370931","-111.41833571370931"
"821482","6567","6567","6567","-91.86603317507976","-91.86603317507976","-91.86603317507976","","","","","","","","","","","",""
"821589","","","","","","","6567","6567","6567","-143.89229689731175","-143.89229689731175","-143.89229689731175","","","","","",""
"822959","","","","","","","","","","","","","6580","6580","6580","-124.08684469403212","-124.08684469403212","-124.08684469403212"
"823481","6583","6583","6583","-121.06735400710384","-121.06735400710384","-121.06735400710384","","","","","","","","","","","",""
"823588","","","","","","","6583","6583","6583","-94.86091020154605","-94.86091020154605","-94.86091020154605","","","","","",""
"824958","","","","","","","","","","","","","6596","6596","6596","-128.5023025703888","-128.5023025703888","-128.5023025703888"
"825480","6599","6599","6599","-121.72799897005075","-121.72799897005075","-121.72799897005075","","","","","","","","","","","",""
"825587","","","","","","","6599","6599","6599","-174.73359175629025","-174.73359175629025","-174.73359175629025","","","","","",""
"826957","","","","","","","","","","","","","6612","6612","6612","-132.8952509759433","-132.8952509759433","-132.8952509759433"
"827479","6615","6615","6615","-120.50336464200936","-120.50336464200936","-120.50336464200936","","","","","","","","","","","",""
"827586","","","","","","","6615","6615","6615","-178.38047684262162","-178.38047684262162","-178.38047684262162","","","","","",""
"828956","","","","","","","","","","","","","6628","6628","6628","-135.18168609230977","-135.18168609230977","-135.18168609230977"
"829478","6631","6631","6631","-135.2922582377071","-135.2922582377071","-135.2922582377071","","","","","","","","","","","",""
"829585","","","","","","","6631","6631","6631","-168.52211482003437","-168.52211482003437","-168.52211482003437","","","","","",""
"830955","","","","","","","","","","","","","6644","6644","6644","-116.26436100352119","-116.26436100352119","-116.26436100352119"
"831477","6647","6647","6647","-117.85096554860218","-117.85096554860218","-117.85096554860218","","","","","","","","","","","",""
"831584","","","","","","","6647","6647","6647","-64.5832268666984","-64.5832268666984","-64.5832268666984","","","","","",""
"832954","","","","","","","","","","","","","6660","6660","6660","-99.25477902196026","-99.25477902196026","-99.25477902196026"
"833476","6663","6663","6663","-139.11377925681757","-139.11377925681757","-139.11377925681757","","","","","","","","","","","",""
"833583","","","","","","","6663","6663","6663","-123.78852656826379","-123.78852656826379","-123.78852656826379","","","","","",""
"834953","","","","","","","","","","","","","6676","6676","6676","-133.91009176762748","-133.91009176762748","-133.91009176762748"
"835475","6679","6679","6679","-129.07462845514212","-129.07462845514212","-129.07462845514212","","","","","","","","","","","",""
"835582","","","","","","","6679","6679","6679","-88.75849231479705","-88.75849231479705","-88.75849231479705","","","","","",""
"836952","","","","","","","","","","","","","6692","6692","6692","-142.65358654907425","-142.65358654907425","-142.65358654907425"
"837474","6695","6695","6695","-139.1748200744107","-139.1748200744107","-139.1748200744107","","","","","","","","","","","",""
"837581","","","","","","","6695","6695","6695","-132.49704893605474","-132.49704893605474","-132.49704893605474","","","","","",""
"838951","","","","","","","","","","","","","6708","6708","6708","-97.35379666763603","-97.35379666763603","-97.35379666763603"
"839473","6711","6711","6711","-127.21475585446731","-127.21475585446731","-127.21475585446731","","","","","","","","","","","",""
"839580","","","","","","","6711","6711","6711","-75.13392396209437","-75.13392396209437","-75.13392396209437","","","","","",""
"840950","","","","","","","","","","","","","6724","6724","6724","-96.76780243769906","-96.76780243769906","-96.76780243769906"
"841472","6727","6727","6727","-139.92993162875763","-139.92993162875763","-139.92993162875763","","","","","","","","","","","",""
"841579","","","","","","","6727","6727","6727","-95.16486324170721","-95.16486324170721","-95.16486324170721","","","","","",""
"842949","","","","","","","","","","","","","6740","6740","6740","-116.90164339251689","-116.90164339251689","-116.90164339251689"
"843471","6743","6743","6743","-125.10637640158222","-125.10637640158222","-125.10637640158222","","","","","","","","","","","",""
"843578","","","","","","","6743","6743","6743","-165.48505151351299","-165.48505151351299","-165.48505151351299","","","","","",""
"844948","","","","","","","","","","","","","6756","6756","6756","-171.9179734450382","-171.9179734450382","-171.9179734450382"
"845470","6759","6759","6759","-121.80282091761269","-121.80282091761269","-121.80282091761269","","","","","","","","","","","",""
"845577","","","","","","","6759","6759","6759","-79.29328895364773","-79.29328895364773","-79.29328895364773","","","","","",""
"846947","","","","","","","","","","","","","6772","6772","6772","-130.15437369386893","-130.15437369386893","-130.15437369386893"
"847469","6775","6775","6775","-146.98917825890436","-146.98917825890436","-146.98917825890436","","","","","","","","","","","",""
"847576","","","","","","","6775","6775","6775","-68.70888864836593","-68.70888864836593","-68.70888864836593","","","","","",""
"848946","","","","","","","","","","","","","6788","6788","6788","-93.65316411851711","-93.65316411851711","-93.65316411851711"
"849468","6791","6791","6791","-149.73196279443277","-149.73196279443277","-149.73196279443277","","","","","","","","","","","",""
"849575","","","","","","","6791","6791","6791","-189.83163550140392","-189.83163550140392","-189.83163550140392","","","","","",""
"850945","","","","","","","","","","","","","6804","6804","6804","-101.0804566891208","-101.0804566891208","-101.0804566891208"
"851467","6807","6807","6807","-104.81763090053597","-104.81763090053597","-104.81763090053597","","","","","","","","","","","",""
"851574","","","","","","","6807","6807","6807","-77.34874224379247","-77.34874224379247","-77.34874224379247","","","","","",""
"852944","","","","","","","","","","","","","6820","6820","6820","-99.8565919503063","-99.8565919503063","-99.8565919503063"
"853466","6823","6823","6823","-91.69563337572922","-91.69563337572922","-91.69563337572922","","","","","","","","","","","",""
"853573","","","","","","","6823","6823","6823","-183.07264662938596","-183.07264662938596","-183.07264662938596","","","","","",""
"854943","","","","","","","","","","","","","6836","6836","6836","-127.18378205769069","-127.18378205769069","-127.18378205769069"
"855465","6839","6839","6839","-130.2051623948174","-130.2051623948174","-130.2051623948174","","","","","","","","","","","",""
"855572","","","","","","","6839","6839","6839","-117.50121607897948","-117.50121607897948","-117.50121607897948","","","","","",""
"856942","","","","","","","","","","","","","6852","6852","6852","-119.46928690370709","-119.46928690370709","-119.46928690370709"
"857464","6855","6855","6855","-176.6457031173213","-176.6457031173213","-176.6457031173213","","","","","","","","","","","",""
"857571","","","","","","","6855","6855","6855","-191.59389608647422","-191.59389608647422","-191.59389608647422","","","","","",""
"858941","","","","","","","","","","","","","6868","6868","6868","-135.6244461687929","-135.6244461687929","-135.6244461687929"
"859463","6871","6871","6871","-92.84873979292412","-92.84873979292412","-92.84873979292412","","","","","","","","","","","",""
"859570","","","","","","","6871","6871","6871","-122.52316149015695","-122.52316149015695","-122.52316149015695","","","","","",""
"860940","","","","","","","","","","","","","6884","6884","6884","-101.87631635718745","-101.87631635718745","-101.87631635718745"
"861462","6887","6887","6887","-106.2198071148333","-106.2198071148333","-106.2198071148333","","","","","","","","","","","",""
"861569","","","","","","","6887","6887","6887","-84.17747142746275","-84.17747142746275","-84.17747142746275","","","","","",""
"862939","","","","","","","","","","","","","6900","6900","6900","-131.6942414783512","-131.6942414783512","-131.6942414783512"
"863461","6903","6903","6903","-100.88359049091815","-100.88359049091815","-100.88359049091815","","","","","","","","","","","",""
"863568","","","","","","","6903","6903","6903","-65.89803286459747","-65.89803286459747","-65.89803286459747","","","","","",""
"864938","","","","","","","","","","","","","6916","6916","6916","-94.4845222191961","-94.4845222191961","-94.4845222191961"
"865460","6919","6919","6919","-91.61507263338731","-91.61507263338731","-91.61507263338731","","","","","","","","","","","",""
"865567","","","","","","","6919","6919","6919","-135.69471789760354","-135.69471789760354","-135.69471789760354","","","","","",""
"866937","","","","","","","","","","","","","6932","6932","6932","-150.94949152792495","-150.94949152792495","-150.94949152792495"
"867459","6935","6935","6935","-119.5225584733075","-119.5225584733075","-119.5225584733075","","","","","","","","","","","",""
"867566","","","","","","","6935","6935","6935","-137.60472307528875","-137.60472307528875","-137.60472307528875","","","","","",""
"868936","","","","","","","","","","","","","6948","6948","6948","-135.44605941859453","-135.44605941859453","-135.44605941859453"
"869458","6951","6951","6951","-146.1440218938675","-146.1440218938675","-146.1440218938675","","","","","","","","","","","",""
"869565","","","","","","","6951","6951","6951","-237.9200812783323","-237.9200812783323","-237.9200812783323","","","","","",""
"870935","","","","","","","","","","","","","6964","6964","6964","-120.48359164121499","-120.48359164121499","-120.48359164121499"
"871457","6967","6967","6967","-95.59325659645029","-95.59325659645029","-95.59325659645029","","","","","","","","","","","",""
"871564","","","","","","","6967","6967","6967","-111.34305138953387","-111.34305138953387","-111.34305138953387","","","","","",""
"872934","","","","","","","","","","","","","6980","6980","6980","-118.57276789157223","-118.57276789157223","-118.57276789157223"
"873456","6983","6983","6983","-97.1537856810729","-97.1537856810729","-97.1537856810729","","","","","","","","","","","",""
"873563","","","","","","","6983","6983","6983","-81.45091582744732","-81.45091582744732","-81.45091582744732","","","","","",""
"874933","","","","","","","","","","","","","6996","6996","6996","-131.3285145735516","-131.3285145735516","-131.3285145735516"
"875455","6999","6999","6999","-137.16492424736958","-137.16492424736958","-137.16492424736958","","","","","","","","","","","",""
"875562","","","","","","","6999","6999","6999","-173.08805196002976","-173.08805196002976","-173.08805196002976","","","","","",""
"876932","","","","","","","","","","","","","7012","7012","7012","-143.66204195872152","-143.66204195872152","-143.66204195872152"
"877454","7015","7015","7015","-134.88162783086688","-134.88162783086688","-134.88162783086688","","","","","","","","","","","",""
"877561","","","","","","","7015","7015","7015","-132.96742432993713","-132.96742432993713","-132.96742432993713","","","","","",""
"878931","","","","","","","","","","","","","7028","7028","7028","-123.71319968848505","-123.71319968848505","-123.71319968848505"
"879453","7031","7031","7031","-126.68255954951091","-126.68255954951091","-126.68255954951091","","","","","","","","","","","",""
"879560","","","","","","","7031","7031","7031","-75.46418987931908","-75.46418987931908","-75.46418987931908","","","","","",""
"880930","","","","","","","","","","","","","7044","7044","7044","-124.74839581237099","-124.74839581237099","-124.74839581237099"
"881452","7047","7047","7047","-114.88406201618533","-114.88406201618533","-114.88406201618533","","","","","","","","","","","",""
"881559","","","","","","","7047","7047","7047","-80.22678881914021","-80.22678881914021","-80.22678881914021","","","","","",""
"882929","","","","","","","","","","","","","7060","7060","7060","-97.60388870256642","-97.60388870256642","-97.60388870256642"
"883451","7063","7063","7063","-140.94246298190296","-140.94246298190296","-140.94246298190296","","","","","","","","","","","",""
"883558","","","","","","","7063","7063","7063","-72.46132657662437","-72.46132657662437","-72.46132657662437","","","","","",""
"884928","","","","","","","","","","","","","7076","7076","7076","-106.64715915457398","-106.64715915457398","-106.64715915457398"
"885450","7079","7079","7079","-81.5563354843013","-81.5563354843013","-81.5563354843013","","","","","","","","","","","",""
"885557","","","","","","","7079","7079","7079","-195.79989853173515","-195.79989853173515","-195.79989853173515","","","","","",""
"886927","","","","","","","","","","","","","7092","7092","7092","-135.87114169348757","-135.87114169348757","-135.87114169348757"
"887449","7095","7095","7095","-100.80085954613419","-100.80085954613419","-100.80085954613419","","","","","","","","","","","",""
"887556","","","","","","","7095","7095","7095","-206.00872949054036","-206.00872949054036","-206.00872949054036","","","","","",""
"888926","","","","","","","","","","","","","7108","7108","7108","-118.9502237714646","-118.9502237714646","-118.9502237714646"
"889448","7111","7111","7111","-93.84072463964411","-93.84072463964411","-93.84072463964411","","","","","","","","","","","",""
"889555","","","","","","","7111","7111","7111","-113.91461466422503","-113.91461466422503","-113.91461466422503","","","","","",""
"890925","","","","","","","","","","","","","7124","7124","7124","-118.42109392976728","-118.42109392976728","-118.42109392976728"
"891447","7127","7127","7127","-139.81504632946422","-139.81504632946422","-139.81504632946422","","","","","","","","","","","",""
"891554","","","","","","","7127","7127","7127","-135.4730257806824","-135.4730257806824","-135.4730257806824","","","","","",""
"892924","","","","","","","","","","","","","7140","7140","7140","-143.2876003694142","-143.2876003694142","-143.2876003694142"
"893446","7143","7143","7143","-118.99937285668379","-118.99937285668379","-118.99937285668379","","","","","","","","","","","",""
"893553","","","","","","","7143","7143","7143","-105.91989800502779","-105.91989800502779","-105.91989800502779","","","","","",""
"894923","","","","","","","","","","","","","7156","7156","7156","-129.06983239602107","-129.06983239602107","-129.06983239602107"
"895445","7159","7159","7159","-137.57388346043209","-137.57388346043209","-137.57388346043209","","","","","","","","","","","",""
"895552","","","","","","","7159","7159","7159","-89.44687356645362","-89.44687356645362","-89.44687356645362","","","","","",""
"896922","","","","","","","","","","","","","7172","7172","7172","-97.21960199488386","-97.21960199488386","-97.21960199488386"
"897444","7175","7175","7175","-103.30321995742928","-103.30321995742928","-103.30321995742928","","","","","","","","","","","",""
"897551","","","","","","","7175","7175","7175","-68.0946986533241","-68.0946986533241","-68.0946986533241","","","","","",""
"898921","","","","","","","","","","","","","7188","7188","7188","-123.67402707953309","-123.67402707953309","-123.67402707953309"
"899443","7191","7191","7191","-115.76765651454502","-115.76765651454502","-115.76765651454502","","","","","","","","","","","",""
"899550","","","","","","","7191","7191","7191","-143.40031240153968","-143.40031240153968","-143.40031240153968","","","","","",""
"900920","","","","","","","","","","","","","7204","7204","7204","-101.3828465026363","-101.3828465026363","-101.3828465026363"
"901442","7207","7207","7207","-156.11987237332028","-156.11987237332028","-156.11987237332028","","","","","","","","","","","",""
"901549","","","","","","","7207","7207","7207","-189.9253876776146","-189.9253876776146","-189.9253876776146","","","","","",""
"902919","","","","","","","","","","","","","7220","7220","7220","-131.26916649479438","-131.26916649479438","-131.26916649479438"
"903441","7223","7223","7223","-106.58484342150015","-106.58484342150015","-106.58484342150015","","","","","","","","","","","",""
"903548","","","","","","","7223","7223","7223","-195.74619021183665","-195.74619021183665","-195.74619021183665","","","","","",""
"904918","","","","","","","","","","","","","7236","7236","7236","-116.35979773677973","-116.35979773677973","-116.35979773677973"
"905440","7239","7239","7239","-132.72304318906697","-132.72304318906697","-132.72304318906697","","","","","","","","","","","",""
"905547","","","","","","","7239","7239","7239","-205.67525113989416","-205.67525113989416","-205.67525113989416","","","","","",""
"906917","","","","","","","","","","","","","7252","7252","7252","-137.49228693441822","-137.49228693441822","-137.49228693441822"
"907439","7255","7255","7255","-98.94813802086045","-98.94813802086045","-98.94813802086045","","","","","","","","","","","",""
"907546","","","","","","","7255","7255","7255","-175.58850957952737","-175.58850957952737","-175.58850957952737","","","","","",""
"908916","","","","","","","","","","","","","7268","7268","7268","-93.76860030589691","-93.76860030589691","-93.76860030589691"
"909438","7271","7271","7271","-127.66374090939985","-127.66374090939985","-127.66374090939985","","","","","","","","","","","",""
"909545","","","","","","","7271","7271","7271","-116.95610080127439","-116.95610080127439","-116.95610080127439","","","","","",""
"910915","","","","","","","","","","","","","7284","7284","7284","-151.00853060809183","-151.00853060809183","-151.00853060809183"
"911437","7287","7287","7287","-151.87822313900685","-151.87822313900685","-151.87822313900685","","","","","","","","","","","",""
"911544","","","","","","","7287","7287","7287","-188.53382430997053","-188.53382430997053","-188.53382430997053","","","","","",""
"912914","","","","","","","","","","","","","7300","7300","7300","-140.82291647291163","-140.82291647291163","-140.82291647291163"
"913436","7303","7303","7303","-137.58861593485094","-137.58861593485094","-137.58861593485094","","","","","","","","","","","",""
"913543","","","","","","","7303","7303","7303","-123.22748190850801","-123.22748190850801","-123.22748190850801","","","","","",""
"914913","","","","","","","","","","","","","7316","7316","7316","-105.4463394562866","-105.4463394562866","-105.4463394562866"
"915435","7319","7319","7319","-168.26100256409924","-168.26100256409924","-168.26100256409924","","","","","","","","","","","",""
"915542","","","","","","","7319","7319","7319","-184.6184392468507","-184.6184392468507","-184.6184392468507","","","","","",""
"916912","","","","","","","","","","","","","7332","7332","7332","-146.93786260074114","-146.93786260074114","-146.93786260074114"
"917434","7335","7335","7335","-151.84135798717116","-151.84135798717116","-151.84135798717116","","","","","","","","","","","",""
"917541","","","","","","","7335","7335","7335","-221.90769207507253","-221.90769207507253","-221.90769207507253","","","","","",""
"918911","","","","","","","","","","","","","7348","7348","7348","-153.3476291121909","-153.3476291121909","-153.3476291121909"
"919433","7351","7351","7351","-128.89592958664554","-128.89592958664554","-128.89592958664554","","","","","","","","","","","",""
"919540","","","","","","","7351","7351","7351","-181.90642418807633","-181.90642418807633","-181.90642418807633","","","","","",""
"920910","","","","","","","","","","","","","7364","7364","7364","-96.45405934357207","-96.45405934357207","-96.45405934357207"
"921432","7367","7367","7367","-128.87164437660587","-128.87164437660587","-128.87164437660587","","","","","","","","","","","",""
"921539","","","","","","","7367","7367","7367","-129.34474194261716","-129.34474194261716","-129.34474194261716","","","","","",""
"922909","","","","","","","","","","","","","7380","7380","7380","-157.4641005186837","-157.4641005186837","-157.4641005186837"
"923431","7383","7383","7383","-98.00382071498343","-98.00382071498343","-98.00382071498343","","","","","","","","","","","",""
"923538","","","","","","","7383","7383","7383","-79.62405724913557","-79.62405724913557","-79.62405724913557","","","","","",""
"924908","","","","","","","","","","","","","7396","7396","7396","-141.02265410049824","-141.02265410049824","-141.02265410049824"
"925430","7399","7399","7399","-97.10161769937916","-97.10161769937916","-97.10161769937916","","","","","","","","","","","",""
"925537","","","","","","","7399","7399","7399","-106.10689504650904","-106.10689504650904","-106.10689504650904","","","","","",""
