"sac_train/steps","gentle-surf-19 - _step","gentle-surf-19 - _step__MIN","gentle-surf-19 - _step__MAX","gentle-surf-19 - sac_train/episode_return","gentle-surf-19 - sac_train/episode_return__MIN","gentle-surf-19 - sac_train/episode_return__MAX","vivid-river-17 - _step","vivid-river-17 - _step__MIN","vivid-river-17 - _step__MAX","vivid-river-17 - sac_train/episode_return","vivid-river-17 - sac_train/episode_return__MIN","vivid-river-17 - sac_train/episode_return__MAX","likely-lion-15 - _step","likely-lion-15 - _step__MIN","likely-lion-15 - _step__MAX","likely-lion-15 - sac_train/episode_return","likely-lion-15 - sac_train/episode_return__MIN","likely-lion-15 - sac_train/episode_return__MAX","gentle-rain-13 - _step","gentle-rain-13 - _step__MIN","gentle-rain-13 - _step__MAX","gentle-rain-13 - sac_train/episode_return","gentle-rain-13 - sac_train/episode_return__MIN","gentle-rain-13 - sac_train/episode_return__MAX","clean-bee-10 - _step","clean-bee-10 - _step__MIN","clean-bee-10 - _step__MAX","clean-bee-10 - sac_train/episode_return","clean-bee-10 - sac_train/episode_return__MIN","clean-bee-10 - sac_train/episode_return__MAX"
"77400","8125","8125","8125","-119.14642491108732","-119.14642491108732","-119.14642491108732","8125","8125","8125","-121.53382252430548","-121.53382252430548","-121.53382252430548","8125","8125","8125","-115.59024282373319","-115.59024282373319","-115.59024282373319","8125","8125","8125","-124.35902626215109","-124.35902626215109","-124.35902626215109","8125","8125","8125","-236.9307816403051","-236.9307816403051","-236.9307816403051"
"77600","8146","8146","8146","-126.70852258562633","-126.70852258562633","-126.70852258562633","8146","8146","8146","-125.74726857619788","-125.74726857619788","-125.74726857619788","8146","8146","8146","-121.1643557441943","-121.1643557441943","-121.1643557441943","8146","8146","8146","-224.3327132338095","-224.3327132338095","-224.3327132338095","8146","8146","8146","-14.148519949163656","-14.148519949163656","-14.148519949163656"
"77800","8167","8167","8167","-124.22429241541937","-124.22429241541937","-124.22429241541937","8167","8167","8167","-5.927197273685218","-5.927197273685218","-5.927197273685218","8167","8167","8167","-334.63412289573716","-334.63412289573716","-334.63412289573716","8167","8167","8167","-3.0934027348983437","-3.0934027348983437","-3.0934027348983437","8167","8167","8167","-121.70676134864911","-121.70676134864911","-121.70676134864911"
"78000","8188","8188","8188","-122.26016617798878","-122.26016617798878","-122.26016617798878","8188","8188","8188","-117.07007796170245","-117.07007796170245","-117.07007796170245","8188","8188","8188","-236.4921079507635","-236.4921079507635","-236.4921079507635","8188","8188","8188","-3.7453113604214403","-3.7453113604214403","-3.7453113604214403","8188","8188","8188","-133.70801851318544","-133.70801851318544","-133.70801851318544"
"78200","8209","8209","8209","-122.59495051985847","-122.59495051985847","-122.59495051985847","8209","8209","8209","-125.18599546579053","-125.18599546579053","-125.18599546579053","8209","8209","8209","-237.99182895459123","-237.99182895459123","-237.99182895459123","8209","8209","8209","-125.80010663492376","-125.80010663492376","-125.80010663492376","8209","8209","8209","-126.31062040599983","-126.31062040599983","-126.31062040599983"
"78400","8230","8230","8230","-127.80895051689286","-127.80895051689286","-127.80895051689286","8230","8230","8230","-114.76178510001462","-114.76178510001462","-114.76178510001462","8230","8230","8230","-239.47148488703345","-239.47148488703345","-239.47148488703345","8230","8230","8230","-227.45865500615534","-227.45865500615534","-227.45865500615534","8230","8230","8230","-125.39011013758737","-125.39011013758737","-125.39011013758737"
"78600","8251","8251","8251","-326.12388132374434","-326.12388132374434","-326.12388132374434","8251","8251","8251","-234.2894012962551","-234.2894012962551","-234.2894012962551","8251","8251","8251","-125.99596341271217","-125.99596341271217","-125.99596341271217","8251","8251","8251","-124.01342075347534","-124.01342075347534","-124.01342075347534","8251","8251","8251","-14.093375036118529","-14.093375036118529","-14.093375036118529"
"78800","8272","8272","8272","-121.75175101104412","-121.75175101104412","-121.75175101104412","8272","8272","8272","-122.77421619175392","-122.77421619175392","-122.77421619175392","8272","8272","8272","-119.20614681940397","-119.20614681940397","-119.20614681940397","8272","8272","8272","-124.45168271997267","-124.45168271997267","-124.45168271997267","8272","8272","8272","-13.28543151765233","-13.28543151765233","-13.28543151765233"
"79000","8293","8293","8293","-249.80808400937326","-249.80808400937326","-249.80808400937326","8293","8293","8293","-236.67236565976035","-236.67236565976035","-236.67236565976035","8293","8293","8293","-120.1096987231675","-120.1096987231675","-120.1096987231675","8293","8293","8293","-125.53777700885426","-125.53777700885426","-125.53777700885426","8293","8293","8293","-133.62581672890119","-133.62581672890119","-133.62581672890119"
"79200","8314","8314","8314","-4.969997796515607","-4.969997796515607","-4.969997796515607","8314","8314","8314","-241.14072275641942","-241.14072275641942","-241.14072275641942","8314","8314","8314","-124.15340792654955","-124.15340792654955","-124.15340792654955","8314","8314","8314","-120.17149798890854","-120.17149798890854","-120.17149798890854","8314","8314","8314","-135.37229285428424","-135.37229285428424","-135.37229285428424"
"79400","8335","8335","8335","-127.33218690188438","-127.33218690188438","-127.33218690188438","8335","8335","8335","-131.19596735019778","-131.19596735019778","-131.19596735019778","8335","8335","8335","-122.1372995855766","-122.1372995855766","-122.1372995855766","8335","8335","8335","-125.84154376167697","-125.84154376167697","-125.84154376167697","8335","8335","8335","-129.9252104226871","-129.9252104226871","-129.9252104226871"
"79600","8356","8356","8356","-326.03550545619186","-326.03550545619186","-326.03550545619186","8356","8356","8356","-5.2881228407463166","-5.2881228407463166","-5.2881228407463166","8356","8356","8356","-234.73159998950274","-234.73159998950274","-234.73159998950274","8356","8356","8356","-234.8068773775963","-234.8068773775963","-234.8068773775963","8356","8356","8356","-130.53869474352356","-130.53869474352356","-130.53869474352356"
"79800","8377","8377","8377","-296.6786743167287","-296.6786743167287","-296.6786743167287","8377","8377","8377","-120.17553704840196","-120.17553704840196","-120.17553704840196","8377","8377","8377","-124.95200951477341","-124.95200951477341","-124.95200951477341","8377","8377","8377","-4.509522850115026","-4.509522850115026","-4.509522850115026","8377","8377","8377","-120.14460389342307","-120.14460389342307","-120.14460389342307"
"80000","8398","8398","8398","-120.45591153604774","-120.45591153604774","-120.45591153604774","8398","8398","8398","-117.0468884674393","-117.0468884674393","-117.0468884674393","8398","8398","8398","-118.20391662819375","-118.20391662819375","-118.20391662819375","8398","8398","8398","-118.81483116306055","-118.81483116306055","-118.81483116306055","8398","8398","8398","-126.07135600945321","-126.07135600945321","-126.07135600945321"
"80200","8419","8419","8419","-232.62030375145753","-232.62030375145753","-232.62030375145753","8419","8419","8419","-242.54220687564592","-242.54220687564592","-242.54220687564592","8419","8419","8419","-390.7975419259508","-390.7975419259508","-390.7975419259508","8419","8419","8419","-236.74301905512877","-236.74301905512877","-236.74301905512877","8419","8419","8419","-134.79836504589895","-134.79836504589895","-134.79836504589895"
"80400","8440","8440","8440","-227.52146176722297","-227.52146176722297","-227.52146176722297","8440","8440","8440","-339.28684988627197","-339.28684988627197","-339.28684988627197","8440","8440","8440","-225.29365317545123","-225.29365317545123","-225.29365317545123","8440","8440","8440","-122.79288729066629","-122.79288729066629","-122.79288729066629","8440","8440","8440","-129.64452071497328","-129.64452071497328","-129.64452071497328"
"80600","8461","8461","8461","-247.20175756523923","-247.20175756523923","-247.20175756523923","8461","8461","8461","-115.85357657742989","-115.85357657742989","-115.85357657742989","8461","8461","8461","-245.48910344470613","-245.48910344470613","-245.48910344470613","8461","8461","8461","-233.3712469359084","-233.3712469359084","-233.3712469359084","8461","8461","8461","-124.7397658478574","-124.7397658478574","-124.7397658478574"
"80800","8482","8482","8482","-117.67245967395874","-117.67245967395874","-117.67245967395874","8482","8482","8482","-129.61462778727383","-129.61462778727383","-129.61462778727383","8482","8482","8482","-127.50488760257156","-127.50488760257156","-127.50488760257156","8482","8482","8482","-122.42800797609141","-122.42800797609141","-122.42800797609141","8482","8482","8482","-135.64615033523262","-135.64615033523262","-135.64615033523262"
"81000","8503","8503","8503","-312.80457423368824","-312.80457423368824","-312.80457423368824","8503","8503","8503","-0.5285798407615312","-0.5285798407615312","-0.5285798407615312","8503","8503","8503","-221.81536599960816","-221.81536599960816","-221.81536599960816","8503","8503","8503","-124.41989615214972","-124.41989615214972","-124.41989615214972","8503","8503","8503","-137.11736488361495","-137.11736488361495","-137.11736488361495"
"81200","8524","8524","8524","-351.4198380649504","-351.4198380649504","-351.4198380649504","8524","8524","8524","-124.7187058811267","-124.7187058811267","-124.7187058811267","8524","8524","8524","-242.72638916979693","-242.72638916979693","-242.72638916979693","8524","8524","8524","-237.328753658667","-237.328753658667","-237.328753658667","8524","8524","8524","-226.08862729208923","-226.08862729208923","-226.08862729208923"
"81400","8545","8545","8545","-120.39087640968256","-120.39087640968256","-120.39087640968256","8545","8545","8545","-124.49899618147015","-124.49899618147015","-124.49899618147015","8545","8545","8545","-114.74118878296976","-114.74118878296976","-114.74118878296976","8545","8545","8545","-128.0607382539039","-128.0607382539039","-128.0607382539039","8545","8545","8545","-258.74800589582304","-258.74800589582304","-258.74800589582304"
"81600","8566","8566","8566","-119.85944478577731","-119.85944478577731","-119.85944478577731","8566","8566","8566","-125.62381125447381","-125.62381125447381","-125.62381125447381","8566","8566","8566","-1.8437937727449851","-1.8437937727449851","-1.8437937727449851","8566","8566","8566","-3.9223732147706256","-3.9223732147706256","-3.9223732147706256","8566","8566","8566","-124.26748810963188","-124.26748810963188","-124.26748810963188"
"81800","8587","8587","8587","-4.546161853436364","-4.546161853436364","-4.546161853436364","8587","8587","8587","-120.48001262681251","-120.48001262681251","-120.48001262681251","8587","8587","8587","-241.98572076680446","-241.98572076680446","-241.98572076680446","8587","8587","8587","-126.69418456346494","-126.69418456346494","-126.69418456346494","8587","8587","8587","-247.4611088432859","-247.4611088432859","-247.4611088432859"
"82000","8608","8608","8608","-226.71710827915524","-226.71710827915524","-226.71710827915524","8608","8608","8608","-117.37198541356494","-117.37198541356494","-117.37198541356494","8608","8608","8608","-124.92629975562727","-124.92629975562727","-124.92629975562727","8608","8608","8608","-4.307399941805211","-4.307399941805211","-4.307399941805211","8608","8608","8608","-124.74635036201552","-124.74635036201552","-124.74635036201552"
"82200","8629","8629","8629","-118.27591181138958","-118.27591181138958","-118.27591181138958","8629","8629","8629","-0.33315082276849634","-0.33315082276849634","-0.33315082276849634","8629","8629","8629","-122.97682929828383","-122.97682929828383","-122.97682929828383","8629","8629","8629","-123.03848738219699","-123.03848738219699","-123.03848738219699","8629","8629","8629","-13.20365325927338","-13.20365325927338","-13.20365325927338"
"82400","8650","8650","8650","-120.09209469547083","-120.09209469547083","-120.09209469547083","8650","8650","8650","-123.04651592658253","-123.04651592658253","-123.04651592658253","8650","8650","8650","-4.189209461184593","-4.189209461184593","-4.189209461184593","8650","8650","8650","-122.92415286665288","-122.92415286665288","-122.92415286665288","8650","8650","8650","-241.6006287808667","-241.6006287808667","-241.6006287808667"
"82600","8671","8671","8671","-244.03569217446466","-244.03569217446466","-244.03569217446466","8671","8671","8671","-237.88769561175545","-237.88769561175545","-237.88769561175545","8671","8671","8671","-233.40264989040924","-233.40264989040924","-233.40264989040924","8671","8671","8671","-226.26216441239538","-226.26216441239538","-226.26216441239538","8671","8671","8671","-12.674969677328196","-12.674969677328196","-12.674969677328196"
"82800","8692","8692","8692","-351.862163567872","-351.862163567872","-351.862163567872","8692","8692","8692","-123.39184932542807","-123.39184932542807","-123.39184932542807","8692","8692","8692","-3.555209761224512","-3.555209761224512","-3.555209761224512","8692","8692","8692","-119.45927886577869","-119.45927886577869","-119.45927886577869","8692","8692","8692","-241.8049595512388","-241.8049595512388","-241.8049595512388"
"83000","8713","8713","8713","-328.36332819461984","-328.36332819461984","-328.36332819461984","8713","8713","8713","-126.70261353761259","-126.70261353761259","-126.70261353761259","8713","8713","8713","-119.29422597292522","-119.29422597292522","-119.29422597292522","8713","8713","8713","-126.94159633676415","-126.94159633676415","-126.94159633676415","8713","8713","8713","-135.2329755043216","-135.2329755043216","-135.2329755043216"
"83200","8734","8734","8734","-126.09825004989032","-126.09825004989032","-126.09825004989032","8734","8734","8734","-1.171145586002111","-1.171145586002111","-1.171145586002111","8734","8734","8734","-238.668902292614","-238.668902292614","-238.668902292614","8734","8734","8734","-118.48604096335863","-118.48604096335863","-118.48604096335863","8734","8734","8734","-130.05127970765332","-130.05127970765332","-130.05127970765332"
"83400","8755","8755","8755","-234.7507080876507","-234.7507080876507","-234.7507080876507","8755","8755","8755","-128.59950650558054","-128.59950650558054","-128.59950650558054","8755","8755","8755","-221.96622205373953","-221.96622205373953","-221.96622205373953","8755","8755","8755","-125.82996971395707","-125.82996971395707","-125.82996971395707","8755","8755","8755","-13.083638697069254","-13.083638697069254","-13.083638697069254"
"83600","8776","8776","8776","-2.9245292923447006","-2.9245292923447006","-2.9245292923447006","8776","8776","8776","-4.379423166371674","-4.379423166371674","-4.379423166371674","8776","8776","8776","-345.01345677265374","-345.01345677265374","-345.01345677265374","8776","8776","8776","-118.89470754624442","-118.89470754624442","-118.89470754624442","8776","8776","8776","-313.5186194602821","-313.5186194602821","-313.5186194602821"
"83800","8797","8797","8797","-123.26894271239122","-123.26894271239122","-123.26894271239122","8797","8797","8797","-124.90053205519736","-124.90053205519736","-124.90053205519736","8797","8797","8797","-124.14335336947592","-124.14335336947592","-124.14335336947592","8797","8797","8797","-125.40913944775492","-125.40913944775492","-125.40913944775492","8797","8797","8797","-135.448323337192","-135.448323337192","-135.448323337192"
"84000","8818","8818","8818","-122.4490973519949","-122.4490973519949","-122.4490973519949","8818","8818","8818","-237.1376921903573","-237.1376921903573","-237.1376921903573","8818","8818","8818","-127.4288889290615","-127.4288889290615","-127.4288889290615","8818","8818","8818","-120.16106840268745","-120.16106840268745","-120.16106840268745","8818","8818","8818","-127.98406069627748","-127.98406069627748","-127.98406069627748"
"84200","8839","8839","8839","-117.58361032511517","-117.58361032511517","-117.58361032511517","8839","8839","8839","-128.36074187020404","-128.36074187020404","-128.36074187020404","8839","8839","8839","-126.51615679159251","-126.51615679159251","-126.51615679159251","8839","8839","8839","-3.7433334178800886","-3.7433334178800886","-3.7433334178800886","8839","8839","8839","-130.07500934361022","-130.07500934361022","-130.07500934361022"
"84400","8860","8860","8860","-229.2300561021572","-229.2300561021572","-229.2300561021572","8860","8860","8860","-4.936021516075449","-4.936021516075449","-4.936021516075449","8860","8860","8860","-118.04115911453582","-118.04115911453582","-118.04115911453582","8860","8860","8860","-334.2618660730949","-334.2618660730949","-334.2618660730949","8860","8860","8860","-137.275548621925","-137.275548621925","-137.275548621925"
"84600","8881","8881","8881","-2.5746484956686437","-2.5746484956686437","-2.5746484956686437","8881","8881","8881","-121.33607418264455","-121.33607418264455","-121.33607418264455","8881","8881","8881","-116.36498905095908","-116.36498905095908","-116.36498905095908","8881","8881","8881","-3.162160689494809","-3.162160689494809","-3.162160689494809","8881","8881","8881","-129.15059426721717","-129.15059426721717","-129.15059426721717"
"84800","8902","8902","8902","-127.34310916694642","-127.34310916694642","-127.34310916694642","8902","8902","8902","-3.9431540105524916","-3.9431540105524916","-3.9431540105524916","8902","8902","8902","-284.4072879216354","-284.4072879216354","-284.4072879216354","8902","8902","8902","-3.323891781513309","-3.323891781513309","-3.323891781513309","8902","8902","8902","-357.8721042933309","-357.8721042933309","-357.8721042933309"
"85000","8923","8923","8923","-116.92300594395446","-116.92300594395446","-116.92300594395446","8923","8923","8923","-220.70181242535836","-220.70181242535836","-220.70181242535836","8923","8923","8923","-121.92229245999798","-121.92229245999798","-121.92229245999798","8923","8923","8923","-242.6740564690066","-242.6740564690066","-242.6740564690066","8923","8923","8923","-237.26287160101742","-237.26287160101742","-237.26287160101742"
"85200","8944","8944","8944","-2.7747187972971195","-2.7747187972971195","-2.7747187972971195","8944","8944","8944","-4.373476257995602","-4.373476257995602","-4.373476257995602","8944","8944","8944","-123.57279328163209","-123.57279328163209","-123.57279328163209","8944","8944","8944","-126.27588277909929","-126.27588277909929","-126.27588277909929","8944","8944","8944","-135.27207603951794","-135.27207603951794","-135.27207603951794"
"85400","8965","8965","8965","-364.5966504562445","-364.5966504562445","-364.5966504562445","8965","8965","8965","-7.464473773365887","-7.464473773365887","-7.464473773365887","8965","8965","8965","-128.97657933279348","-128.97657933279348","-128.97657933279348","8965","8965","8965","-236.57115947029857","-236.57115947029857","-236.57115947029857","8965","8965","8965","-134.8086634274528","-134.8086634274528","-134.8086634274528"
"85600","8986","8986","8986","-121.28715398877873","-121.28715398877873","-121.28715398877873","8986","8986","8986","-119.96370425857474","-119.96370425857474","-119.96370425857474","8986","8986","8986","-8.335230130703584","-8.335230130703584","-8.335230130703584","8986","8986","8986","-125.25485403942612","-125.25485403942612","-125.25485403942612","8986","8986","8986","-353.98360396500664","-353.98360396500664","-353.98360396500664"
"85800","9007","9007","9007","-125.18773236100905","-125.18773236100905","-125.18773236100905","9007","9007","9007","-121.00502239828691","-121.00502239828691","-121.00502239828691","9007","9007","9007","-122.1706612572508","-122.1706612572508","-122.1706612572508","9007","9007","9007","-249.78304659810502","-249.78304659810502","-249.78304659810502","9007","9007","9007","-128.330713547551","-128.330713547551","-128.330713547551"
"86000","9028","9028","9028","-242.85423096078603","-242.85423096078603","-242.85423096078603","9028","9028","9028","-124.02075619131206","-124.02075619131206","-124.02075619131206","9028","9028","9028","-129.27456586633912","-129.27456586633912","-129.27456586633912","9028","9028","9028","-124.01609856069864","-124.01609856069864","-124.01609856069864","9028","9028","9028","-337.07591509837965","-337.07591509837965","-337.07591509837965"
"86200","9049","9049","9049","-126.3402940992563","-126.3402940992563","-126.3402940992563","9049","9049","9049","-243.1212479230864","-243.1212479230864","-243.1212479230864","9049","9049","9049","-130.21197326411792","-130.21197326411792","-130.21197326411792","9049","9049","9049","-126.06078862868947","-126.06078862868947","-126.06078862868947","9049","9049","9049","-131.5702295878423","-131.5702295878423","-131.5702295878423"
"86400","9070","9070","9070","-126.93653226421416","-126.93653226421416","-126.93653226421416","9070","9070","9070","-3.4275186319036233","-3.4275186319036233","-3.4275186319036233","9070","9070","9070","-133.04375932154727","-133.04375932154727","-133.04375932154727","9070","9070","9070","-338.6775614382502","-338.6775614382502","-338.6775614382502","9070","9070","9070","-133.02731835850705","-133.02731835850705","-133.02731835850705"
"86600","9091","9091","9091","-1.248388130195278","-1.248388130195278","-1.248388130195278","9091","9091","9091","-114.2473385013826","-114.2473385013826","-114.2473385013826","9091","9091","9091","-116.43769500450463","-116.43769500450463","-116.43769500450463","9091","9091","9091","-229.42125070675226","-229.42125070675226","-229.42125070675226","9091","9091","9091","-12.225922251091314","-12.225922251091314","-12.225922251091314"
"86800","9112","9112","9112","-226.63093528802008","-226.63093528802008","-226.63093528802008","9112","9112","9112","-128.50110679424472","-128.50110679424472","-128.50110679424472","9112","9112","9112","-1.805395637952652","-1.805395637952652","-1.805395637952652","9112","9112","9112","-122.44326310226319","-122.44326310226319","-122.44326310226319","9112","9112","9112","-134.32472942176537","-134.32472942176537","-134.32472942176537"
"87000","9133","9133","9133","-350.9294430865731","-350.9294430865731","-350.9294430865731","9133","9133","9133","-312.74336193053927","-312.74336193053927","-312.74336193053927","9133","9133","9133","-118.45289324232937","-118.45289324232937","-118.45289324232937","9133","9133","9133","-116.74805885347006","-116.74805885347006","-116.74805885347006","9133","9133","9133","-233.9373031573782","-233.9373031573782","-233.9373031573782"
"87200","9154","9154","9154","-333.2576563132649","-333.2576563132649","-333.2576563132649","9154","9154","9154","-123.91097750290568","-123.91097750290568","-123.91097750290568","9154","9154","9154","-126.29755689974988","-126.29755689974988","-126.29755689974988","9154","9154","9154","-118.53749989367411","-118.53749989367411","-118.53749989367411","9154","9154","9154","-129.58868562006595","-129.58868562006595","-129.58868562006595"
"87400","9175","9175","9175","-225.4195907099991","-225.4195907099991","-225.4195907099991","9175","9175","9175","-360.9993427113031","-360.9993427113031","-360.9993427113031","9175","9175","9175","-9.678342434825014","-9.678342434825014","-9.678342434825014","9175","9175","9175","-117.86203034288638","-117.86203034288638","-117.86203034288638","9175","9175","9175","-12.755968796188682","-12.755968796188682","-12.755968796188682"
"87600","9196","9196","9196","-224.0382240818727","-224.0382240818727","-224.0382240818727","9196","9196","9196","-236.7750102970626","-236.7750102970626","-236.7750102970626","9196","9196","9196","-124.76459790791552","-124.76459790791552","-124.76459790791552","9196","9196","9196","-9.431265459830383","-9.431265459830383","-9.431265459830383","9196","9196","9196","-242.44496110552532","-242.44496110552532","-242.44496110552532"
"87800","9217","9217","9217","-227.74007820237233","-227.74007820237233","-227.74007820237233","9217","9217","9217","-237.14794386410378","-237.14794386410378","-237.14794386410378","9217","9217","9217","-227.99463221143063","-227.99463221143063","-227.99463221143063","9217","9217","9217","-123.04190043606731","-123.04190043606731","-123.04190043606731","9217","9217","9217","-133.9173134301031","-133.9173134301031","-133.9173134301031"
"88000","9238","9238","9238","-124.49938515570308","-124.49938515570308","-124.49938515570308","9238","9238","9238","-234.7446867750323","-234.7446867750323","-234.7446867750323","9238","9238","9238","-119.5805088345693","-119.5805088345693","-119.5805088345693","9238","9238","9238","-122.43530775333917","-122.43530775333917","-122.43530775333917","9238","9238","9238","-13.340612510224162","-13.340612510224162","-13.340612510224162"
"88200","9259","9259","9259","-121.6182537843913","-121.6182537843913","-121.6182537843913","9259","9259","9259","-123.28168495285342","-123.28168495285342","-123.28168495285342","9259","9259","9259","-3.4933906517047424","-3.4933906517047424","-3.4933906517047424","9259","9259","9259","-125.99018525754781","-125.99018525754781","-125.99018525754781","9259","9259","9259","-126.11102663376057","-126.11102663376057","-126.11102663376057"
"88400","9280","9280","9280","-127.45177410709287","-127.45177410709287","-127.45177410709287","9280","9280","9280","-231.6234290225586","-231.6234290225586","-231.6234290225586","9280","9280","9280","-118.22802697194685","-118.22802697194685","-118.22802697194685","9280","9280","9280","-122.42939134964114","-122.42939134964114","-122.42939134964114","9280","9280","9280","-258.0734251625334","-258.0734251625334","-258.0734251625334"
"88600","9301","9301","9301","-2.6601515822890107","-2.6601515822890107","-2.6601515822890107","9301","9301","9301","-124.87176833984556","-124.87176833984556","-124.87176833984556","9301","9301","9301","-118.07436031036116","-118.07436031036116","-118.07436031036116","9301","9301","9301","-120.94713699199438","-120.94713699199438","-120.94713699199438","9301","9301","9301","-134.03114121943466","-134.03114121943466","-134.03114121943466"
"88800","9322","9322","9322","-124.87325309452854","-124.87325309452854","-124.87325309452854","9322","9322","9322","-225.48892399984138","-225.48892399984138","-225.48892399984138","9322","9322","9322","-123.02842580690707","-123.02842580690707","-123.02842580690707","9322","9322","9322","-127.41832974582604","-127.41832974582604","-127.41832974582604","9322","9322","9322","-364.36995944036875","-364.36995944036875","-364.36995944036875"
"89000","9343","9343","9343","-232.80020759846366","-232.80020759846366","-232.80020759846366","9343","9343","9343","-132.3878468041773","-132.3878468041773","-132.3878468041773","9343","9343","9343","-1.9753527930300505","-1.9753527930300505","-1.9753527930300505","9343","9343","9343","-119.91390433836487","-119.91390433836487","-119.91390433836487","9343","9343","9343","-132.71725725451827","-132.71725725451827","-132.71725725451827"
"89200","9364","9364","9364","-233.88182695895406","-233.88182695895406","-233.88182695895406","9364","9364","9364","-234.0931818143292","-234.0931818143292","-234.0931818143292","9364","9364","9364","-2.2982723687178086","-2.2982723687178086","-2.2982723687178086","9364","9364","9364","-119.48754461834635","-119.48754461834635","-119.48754461834635","9364","9364","9364","-236.4394584423135","-236.4394584423135","-236.4394584423135"
"89400","9385","9385","9385","-122.30277263042932","-122.30277263042932","-122.30277263042932","9385","9385","9385","-328.2080587198204","-328.2080587198204","-328.2080587198204","9385","9385","9385","-243.46564063427883","-243.46564063427883","-243.46564063427883","9385","9385","9385","-122.56890243995727","-122.56890243995727","-122.56890243995727","9385","9385","9385","-129.27035925246773","-129.27035925246773","-129.27035925246773"
"89600","9406","9406","9406","-238.44716131005558","-238.44716131005558","-238.44716131005558","9406","9406","9406","-125.40427192008404","-125.40427192008404","-125.40427192008404","9406","9406","9406","-125.70117406992425","-125.70117406992425","-125.70117406992425","9406","9406","9406","-120.22203881835526","-120.22203881835526","-120.22203881835526","9406","9406","9406","-12.124587743979188","-12.124587743979188","-12.124587743979188"
"89800","9427","9427","9427","-119.99401163758188","-119.99401163758188","-119.99401163758188","9427","9427","9427","-121.79074578115862","-121.79074578115862","-121.79074578115862","9427","9427","9427","-120.85906364013992","-120.85906364013992","-120.85906364013992","9427","9427","9427","-124.64216194185653","-124.64216194185653","-124.64216194185653","9427","9427","9427","-130.9530199337439","-130.9530199337439","-130.9530199337439"
"90000","9448","9448","9448","-323.2040038681079","-323.2040038681079","-323.2040038681079","9448","9448","9448","-346.2826772989294","-346.2826772989294","-346.2826772989294","9448","9448","9448","-225.43691952137706","-225.43691952137706","-225.43691952137706","9448","9448","9448","-235.30971222007878","-235.30971222007878","-235.30971222007878","9448","9448","9448","-12.395335928087519","-12.395335928087519","-12.395335928087519"
"90200","9469","9469","9469","-117.57396252565526","-117.57396252565526","-117.57396252565526","9469","9469","9469","-125.95765011989455","-125.95765011989455","-125.95765011989455","9469","9469","9469","-233.45547152453435","-233.45547152453435","-233.45547152453435","9469","9469","9469","-128.00058450786543","-128.00058450786543","-128.00058450786543","9469","9469","9469","-131.97307943471435","-131.97307943471435","-131.97307943471435"
"90400","9490","9490","9490","-126.23247778871188","-126.23247778871188","-126.23247778871188","9490","9490","9490","-239.4081216494088","-239.4081216494088","-239.4081216494088","9490","9490","9490","-126.6433903730099","-126.6433903730099","-126.6433903730099","9490","9490","9490","-121.197961427514","-121.197961427514","-121.197961427514","9490","9490","9490","-363.2882035636247","-363.2882035636247","-363.2882035636247"
"90600","9511","9511","9511","-124.6212263224737","-124.6212263224737","-124.6212263224737","9511","9511","9511","-127.19325768865343","-127.19325768865343","-127.19325768865343","9511","9511","9511","-117.50851932067653","-117.50851932067653","-117.50851932067653","9511","9511","9511","-123.12130963095795","-123.12130963095795","-123.12130963095795","9511","9511","9511","-231.13730754572515","-231.13730754572515","-231.13730754572515"
"90800","9532","9532","9532","-127.35558919904864","-127.35558919904864","-127.35558919904864","9532","9532","9532","-128.96710967496696","-128.96710967496696","-128.96710967496696","9532","9532","9532","-223.5993074498809","-223.5993074498809","-223.5993074498809","9532","9532","9532","-4.986028027653084","-4.986028027653084","-4.986028027653084","9532","9532","9532","-133.4244570018869","-133.4244570018869","-133.4244570018869"
"91000","9553","9553","9553","-125.82377207259722","-125.82377207259722","-125.82377207259722","9553","9553","9553","-122.31532481506804","-122.31532481506804","-122.31532481506804","9553","9553","9553","-234.14038363705885","-234.14038363705885","-234.14038363705885","9553","9553","9553","-224.17104643368347","-224.17104643368347","-224.17104643368347","9553","9553","9553","-130.66625662388952","-130.66625662388952","-130.66625662388952"
"91200","9574","9574","9574","-121.62167898877387","-121.62167898877387","-121.62167898877387","9574","9574","9574","-124.96110995498647","-124.96110995498647","-124.96110995498647","9574","9574","9574","-125.68628548829335","-125.68628548829335","-125.68628548829335","9574","9574","9574","-261.0093842930212","-261.0093842930212","-261.0093842930212","9574","9574","9574","-245.58734858809723","-245.58734858809723","-245.58734858809723"
"91400","9595","9595","9595","-117.46258675305243","-117.46258675305243","-117.46258675305243","9595","9595","9595","-124.87688872784183","-124.87688872784183","-124.87688872784183","9595","9595","9595","-226.12139236791603","-226.12139236791603","-226.12139236791603","9595","9595","9595","-121.04362986836935","-121.04362986836935","-121.04362986836935","9595","9595","9595","-246.05587677591348","-246.05587677591348","-246.05587677591348"
"91600","9616","9616","9616","-122.7268532550964","-122.7268532550964","-122.7268532550964","9616","9616","9616","-116.81152824418811","-116.81152824418811","-116.81152824418811","9616","9616","9616","-120.13697495328891","-120.13697495328891","-120.13697495328891","9616","9616","9616","-3.416991080552957","-3.416991080552957","-3.416991080552957","9616","9616","9616","-239.11671559438088","-239.11671559438088","-239.11671559438088"
