"sac_train/steps","divine-grass-171 - _step","divine-grass-171 - _step__MIN","divine-grass-171 - _step__MAX","divine-grass-171 - sac_train/episode_return","divine-grass-171 - sac_train/episode_return__MIN","divine-grass-171 - sac_train/episode_return__MAX","denim-leaf-172 - _step","denim-leaf-172 - _step__MIN","denim-leaf-172 - _step__MAX","denim-leaf-172 - sac_train/episode_return","denim-leaf-172 - sac_train/episode_return__MIN","denim-leaf-172 - sac_train/episode_return__MAX","firm-feather-173 - _step","firm-feather-173 - _step__MIN","firm-feather-173 - _step__MAX","firm-feather-173 - sac_train/episode_return","firm-feather-173 - sac_train/episode_return__MIN","firm-feather-173 - sac_train/episode_return__MAX"
"729635","5832","5832","5832","-46.5150613224575","-46.5150613224575","-46.5150613224575","5832","5832","5832","-67.90120622772245","-67.90120622772245","-67.90120622772245","5832","5832","5832","-72.97406194362583","-72.97406194362583","-72.97406194362583"
"731634","5848","5848","5848","-55.64952181621681","-55.64952181621681","-55.64952181621681","5848","5848","5848","-155.066142339538","-155.066142339538","-155.066142339538","5848","5848","5848","-155.2572977853366","-155.2572977853366","-155.2572977853366"
"733633","5864","5864","5864","-188.53084649360085","-188.53084649360085","-188.53084649360085","5864","5864","5864","-64.18220240768851","-64.18220240768851","-64.18220240768851","5864","5864","5864","-70.64187084496824","-70.64187084496824","-70.64187084496824"
"735632","5880","5880","5880","-124.63940320950198","-124.63940320950198","-124.63940320950198","5880","5880","5880","-112.29092622034938","-112.29092622034938","-112.29092622034938","5880","5880","5880","-96.43099638652907","-96.43099638652907","-96.43099638652907"
"737631","5896","5896","5896","-183.19013624793456","-183.19013624793456","-183.19013624793456","5896","5896","5896","-144.80172055625212","-144.80172055625212","-144.80172055625212","5896","5896","5896","-158.37028815923475","-158.37028815923475","-158.37028815923475"
"739630","5912","5912","5912","-144.9450152625008","-144.9450152625008","-144.9450152625008","5912","5912","5912","-55.64080446591321","-55.64080446591321","-55.64080446591321","5912","5912","5912","-108.13652887844013","-108.13652887844013","-108.13652887844013"
"741629","5928","5928","5928","-178.63370434903652","-178.63370434903652","-178.63370434903652","5928","5928","5928","-117.94841651484187","-117.94841651484187","-117.94841651484187","5928","5928","5928","-153.780375190919","-153.780375190919","-153.780375190919"
"743628","5944","5944","5944","-197.47196521322175","-197.47196521322175","-197.47196521322175","5944","5944","5944","-73.27464767634642","-73.27464767634642","-73.27464767634642","5944","5944","5944","-98.82437554234843","-98.82437554234843","-98.82437554234843"
"745627","5960","5960","5960","-120.461112559328","-120.461112559328","-120.461112559328","5960","5960","5960","-54.43896692492655","-54.43896692492655","-54.43896692492655","5960","5960","5960","-65.19287547597986","-65.19287547597986","-65.19287547597986"
"747626","5976","5976","5976","-53.92898372379235","-53.92898372379235","-53.92898372379235","5976","5976","5976","-76.68934644408351","-76.68934644408351","-76.68934644408351","5976","5976","5976","-65.85266713809527","-65.85266713809527","-65.85266713809527"
"749625","5992","5992","5992","-32.766308561542196","-32.766308561542196","-32.766308561542196","5992","5992","5992","-151.2540346452921","-151.2540346452921","-151.2540346452921","5992","5992","5992","-123.3747439122311","-123.3747439122311","-123.3747439122311"
"751624","6008","6008","6008","-129.5003051037097","-129.5003051037097","-129.5003051037097","6008","6008","6008","-115.8972991873642","-115.8972991873642","-115.8972991873642","6008","6008","6008","-161.2709323504626","-161.2709323504626","-161.2709323504626"
"753623","6024","6024","6024","-66.82628758533333","-66.82628758533333","-66.82628758533333","6024","6024","6024","-164.66416013185636","-164.66416013185636","-164.66416013185636","6024","6024","6024","-144.40784279861015","-144.40784279861015","-144.40784279861015"
"755622","6040","6040","6040","-134.49554488141828","-134.49554488141828","-134.49554488141828","6040","6040","6040","-141.24877989674977","-141.24877989674977","-141.24877989674977","6040","6040","6040","-94.18613868758617","-94.18613868758617","-94.18613868758617"
"757621","6056","6056","6056","-45.82985425220948","-45.82985425220948","-45.82985425220948","6056","6056","6056","-59.327780933290924","-59.327780933290924","-59.327780933290924","6056","6056","6056","-137.52499282688848","-137.52499282688848","-137.52499282688848"
"759620","6072","6072","6072","-121.8369930794511","-121.8369930794511","-121.8369930794511","6072","6072","6072","-163.40092254294805","-163.40092254294805","-163.40092254294805","6072","6072","6072","-127.16440946797086","-127.16440946797086","-127.16440946797086"
"761619","6088","6088","6088","-110.91952011868604","-110.91952011868604","-110.91952011868604","6088","6088","6088","-111.93041099808617","-111.93041099808617","-111.93041099808617","6088","6088","6088","-138.77685029805127","-138.77685029805127","-138.77685029805127"
"763618","6104","6104","6104","-72.21498264577293","-72.21498264577293","-72.21498264577293","6104","6104","6104","-116.17320765922004","-116.17320765922004","-116.17320765922004","6104","6104","6104","-138.4122090429265","-138.4122090429265","-138.4122090429265"
"765617","6120","6120","6120","-50.66602301104239","-50.66602301104239","-50.66602301104239","6120","6120","6120","-116.13515931923635","-116.13515931923635","-116.13515931923635","6120","6120","6120","-68.27056155542695","-68.27056155542695","-68.27056155542695"
"767616","6136","6136","6136","-87.14549377443782","-87.14549377443782","-87.14549377443782","6136","6136","6136","-60.79001255098532","-60.79001255098532","-60.79001255098532","6136","6136","6136","-56.353131133000545","-56.353131133000545","-56.353131133000545"
"769615","6152","6152","6152","-52.9669131152393","-52.9669131152393","-52.9669131152393","6152","6152","6152","-177.88444249140076","-177.88444249140076","-177.88444249140076","6152","6152","6152","-107.09287324105793","-107.09287324105793","-107.09287324105793"
"771614","6168","6168","6168","-83.26417874163549","-83.26417874163549","-83.26417874163549","6168","6168","6168","-158.90073393194933","-158.90073393194933","-158.90073393194933","6168","6168","6168","-147.86032749311096","-147.86032749311096","-147.86032749311096"
"773613","6184","6184","6184","-81.00554369017902","-81.00554369017902","-81.00554369017902","6184","6184","6184","-71.12207733778348","-71.12207733778348","-71.12207733778348","6184","6184","6184","-94.88294775322589","-94.88294775322589","-94.88294775322589"
"775612","6200","6200","6200","-54.116098368398234","-54.116098368398234","-54.116098368398234","6200","6200","6200","-157.25019893156403","-157.25019893156403","-157.25019893156403","6200","6200","6200","-76.87908346490538","-76.87908346490538","-76.87908346490538"
"777611","6216","6216","6216","-133.94055142580316","-133.94055142580316","-133.94055142580316","6216","6216","6216","-124.02363216170917","-124.02363216170917","-124.02363216170917","6216","6216","6216","-149.02680601453284","-149.02680601453284","-149.02680601453284"
"779610","6232","6232","6232","-84.65227361057472","-84.65227361057472","-84.65227361057472","6232","6232","6232","-90.2624860679005","-90.2624860679005","-90.2624860679005","6232","6232","6232","-102.45639042425837","-102.45639042425837","-102.45639042425837"
"781609","6248","6248","6248","-128.0535649243437","-128.0535649243437","-128.0535649243437","6248","6248","6248","-79.0566048106304","-79.0566048106304","-79.0566048106304","6248","6248","6248","-155.99363112230833","-155.99363112230833","-155.99363112230833"
"783608","6264","6264","6264","-60.78724521464645","-60.78724521464645","-60.78724521464645","6264","6264","6264","-92.11998918014059","-92.11998918014059","-92.11998918014059","6264","6264","6264","-132.28089798158535","-132.28089798158535","-132.28089798158535"
"785607","6280","6280","6280","-150.07582295511634","-150.07582295511634","-150.07582295511634","6280","6280","6280","-99.2249180685872","-99.2249180685872","-99.2249180685872","6280","6280","6280","-119.87187251114032","-119.87187251114032","-119.87187251114032"
"787606","6296","6296","6296","-87.9680835197502","-87.9680835197502","-87.9680835197502","6296","6296","6296","-164.969750364682","-164.969750364682","-164.969750364682","6296","6296","6296","-69.1072910176693","-69.1072910176693","-69.1072910176693"
"789605","6312","6312","6312","-252.6567481971106","-252.6567481971106","-252.6567481971106","6312","6312","6312","-187.33785706880363","-187.33785706880363","-187.33785706880363","6312","6312","6312","-172.47810734382475","-172.47810734382475","-172.47810734382475"
"791604","6328","6328","6328","-159.08716769628305","-159.08716769628305","-159.08716769628305","6328","6328","6328","-74.51252434066238","-74.51252434066238","-74.51252434066238","6328","6328","6328","-79.55835080845551","-79.55835080845551","-79.55835080845551"
"793603","6344","6344","6344","-53.73656455230863","-53.73656455230863","-53.73656455230863","6344","6344","6344","-91.39560784229859","-91.39560784229859","-91.39560784229859","6344","6344","6344","-160.43183002139634","-160.43183002139634","-160.43183002139634"
"795602","6360","6360","6360","-137.1252179488898","-137.1252179488898","-137.1252179488898","6360","6360","6360","-163.8977818965674","-163.8977818965674","-163.8977818965674","6360","6360","6360","-170.90442212551102","-170.90442212551102","-170.90442212551102"
"797601","6376","6376","6376","-125.83896827295732","-125.83896827295732","-125.83896827295732","6376","6376","6376","-148.35696433679155","-148.35696433679155","-148.35696433679155","6376","6376","6376","-101.25375610129575","-101.25375610129575","-101.25375610129575"
"799600","6391","6391","6391","-92.04035259952519","-92.04035259952519","-92.04035259952519","6391","6391","6391","-160.34259523884776","-160.34259523884776","-160.34259523884776","6391","6391","6391","-180.50769734293738","-180.50769734293738","-180.50769734293738"
"801599","6407","6407","6407","-146.70380806122472","-146.70380806122472","-146.70380806122472","6407","6407","6407","-138.79879297150114","-138.79879297150114","-138.79879297150114","6407","6407","6407","-165.0643586100965","-165.0643586100965","-165.0643586100965"
"803598","6423","6423","6423","-133.6114351145207","-133.6114351145207","-133.6114351145207","6423","6423","6423","-147.49937864962624","-147.49937864962624","-147.49937864962624","6423","6423","6423","-161.9878643594826","-161.9878643594826","-161.9878643594826"
"805597","6439","6439","6439","-78.81786106121996","-78.81786106121996","-78.81786106121996","6439","6439","6439","-102.49288953528557","-102.49288953528557","-102.49288953528557","6439","6439","6439","-147.32983564963197","-147.32983564963197","-147.32983564963197"
"807596","6455","6455","6455","-61.61953111110239","-61.61953111110239","-61.61953111110239","6455","6455","6455","-66.6860918189401","-66.6860918189401","-66.6860918189401","6455","6455","6455","-96.3348649657087","-96.3348649657087","-96.3348649657087"
"809595","6471","6471","6471","-83.21302313641964","-83.21302313641964","-83.21302313641964","6471","6471","6471","-155.36897576335824","-155.36897576335824","-155.36897576335824","6471","6471","6471","-154.5270655051247","-154.5270655051247","-154.5270655051247"
"811594","6487","6487","6487","-136.85295021592165","-136.85295021592165","-136.85295021592165","6487","6487","6487","-176.43213493591134","-176.43213493591134","-176.43213493591134","6487","6487","6487","-186.98010335283496","-186.98010335283496","-186.98010335283496"
"813593","6503","6503","6503","-137.96176961237552","-137.96176961237552","-137.96176961237552","6503","6503","6503","-68.86890806657895","-68.86890806657895","-68.86890806657895","6503","6503","6503","-156.69375250229947","-156.69375250229947","-156.69375250229947"
"815592","6519","6519","6519","-84.94295025216238","-84.94295025216238","-84.94295025216238","6519","6519","6519","-108.38806277591985","-108.38806277591985","-108.38806277591985","6519","6519","6519","-141.45268410521265","-141.45268410521265","-141.45268410521265"
"817591","6535","6535","6535","-122.86565912787792","-122.86565912787792","-122.86565912787792","6535","6535","6535","-99.22886930536839","-99.22886930536839","-99.22886930536839","6535","6535","6535","-136.84890899321866","-136.84890899321866","-136.84890899321866"
"819590","6551","6551","6551","-114.39667725899102","-114.39667725899102","-114.39667725899102","6551","6551","6551","-98.72767697561419","-98.72767697561419","-98.72767697561419","6551","6551","6551","-156.2820205548177","-156.2820205548177","-156.2820205548177"
"821589","6567","6567","6567","-82.3863347600026","-82.3863347600026","-82.3863347600026","6567","6567","6567","-116.14208644448745","-116.14208644448745","-116.14208644448745","6567","6567","6567","-105.22669331842243","-105.22669331842243","-105.22669331842243"
"823588","6583","6583","6583","-136.0196802015625","-136.0196802015625","-136.0196802015625","6583","6583","6583","-49.211096897686026","-49.211096897686026","-49.211096897686026","6583","6583","6583","-161.55269071107423","-161.55269071107423","-161.55269071107423"
"825587","6599","6599","6599","-140.55769282941964","-140.55769282941964","-140.55769282941964","6599","6599","6599","-165.10022795702318","-165.10022795702318","-165.10022795702318","6599","6599","6599","-70.04969322568911","-70.04969322568911","-70.04969322568911"
"827586","6615","6615","6615","-120.20137635207006","-120.20137635207006","-120.20137635207006","6615","6615","6615","-153.2242308997272","-153.2242308997272","-153.2242308997272","6615","6615","6615","-145.04779225424264","-145.04779225424264","-145.04779225424264"
"829585","6631","6631","6631","-126.57059681157529","-126.57059681157529","-126.57059681157529","6631","6631","6631","-157.33163676677","-157.33163676677","-157.33163676677","6631","6631","6631","-153.3769352961699","-153.3769352961699","-153.3769352961699"
"831584","6647","6647","6647","-127.1337201449217","-127.1337201449217","-127.1337201449217","6647","6647","6647","-59.25343275698947","-59.25343275698947","-59.25343275698947","6647","6647","6647","-157.19861244813745","-157.19861244813745","-157.19861244813745"
"833583","6663","6663","6663","-60.70516181419483","-60.70516181419483","-60.70516181419483","6663","6663","6663","-107.38476339198805","-107.38476339198805","-107.38476339198805","6663","6663","6663","-85.13314156868245","-85.13314156868245","-85.13314156868245"
"835582","6679","6679","6679","-121.66668385381767","-121.66668385381767","-121.66668385381767","6679","6679","6679","-61.02904728239409","-61.02904728239409","-61.02904728239409","6679","6679","6679","-66.2593949982993","-66.2593949982993","-66.2593949982993"
"837581","6695","6695","6695","-51.54989908554625","-51.54989908554625","-51.54989908554625","6695","6695","6695","-106.66173937296864","-106.66173937296864","-106.66173937296864","6695","6695","6695","-162.08956374888768","-162.08956374888768","-162.08956374888768"
"839580","6711","6711","6711","-36.96257050769708","-36.96257050769708","-36.96257050769708","6711","6711","6711","-79.5728373074824","-79.5728373074824","-79.5728373074824","6711","6711","6711","-78.55945455541973","-78.55945455541973","-78.55945455541973"
"841579","6727","6727","6727","-152.24516356615163","-152.24516356615163","-152.24516356615163","6727","6727","6727","-67.97847967163055","-67.97847967163055","-67.97847967163055","6727","6727","6727","-83.56302593909433","-83.56302593909433","-83.56302593909433"
"843578","6743","6743","6743","-67.22514388398739","-67.22514388398739","-67.22514388398739","6743","6743","6743","-153.01595015213928","-153.01595015213928","-153.01595015213928","6743","6743","6743","-71.44808856298084","-71.44808856298084","-71.44808856298084"
"845577","6759","6759","6759","-94.40562435367133","-94.40562435367133","-94.40562435367133","6759","6759","6759","-77.94335721220799","-77.94335721220799","-77.94335721220799","6759","6759","6759","-138.66172560499476","-138.66172560499476","-138.66172560499476"
"847576","6775","6775","6775","-43.42123443624761","-43.42123443624761","-43.42123443624761","6775","6775","6775","-70.19862972104869","-70.19862972104869","-70.19862972104869","6775","6775","6775","-132.94534854590208","-132.94534854590208","-132.94534854590208"
"849575","6791","6791","6791","-60.66343702751834","-60.66343702751834","-60.66343702751834","6791","6791","6791","-173.27970933756322","-173.27970933756322","-173.27970933756322","6791","6791","6791","-98.36980311683885","-98.36980311683885","-98.36980311683885"
"851574","6807","6807","6807","-94.99433739012551","-94.99433739012551","-94.99433739012551","6807","6807","6807","-90.44531821403096","-90.44531821403096","-90.44531821403096","6807","6807","6807","-92.69611940844261","-92.69611940844261","-92.69611940844261"
"853573","6823","6823","6823","-93.58199108828282","-93.58199108828282","-93.58199108828282","6823","6823","6823","-193.0808734009395","-193.0808734009395","-193.0808734009395","6823","6823","6823","-92.42195067718471","-92.42195067718471","-92.42195067718471"
"855572","6839","6839","6839","-142.93929280198697","-142.93929280198697","-142.93929280198697","6839","6839","6839","-131.63879114493793","-131.63879114493793","-131.63879114493793","6839","6839","6839","-142.78229184064256","-142.78229184064256","-142.78229184064256"
"857571","6855","6855","6855","-60.34465935986176","-60.34465935986176","-60.34465935986176","6855","6855","6855","-180.97569064329042","-180.97569064329042","-180.97569064329042","6855","6855","6855","-137.72163595264763","-137.72163595264763","-137.72163595264763"
"859570","6871","6871","6871","-83.42460987599611","-83.42460987599611","-83.42460987599611","6871","6871","6871","-120.52703965770829","-120.52703965770829","-120.52703965770829","6871","6871","6871","-68.06510474642597","-68.06510474642597","-68.06510474642597"
"861569","6887","6887","6887","-86.2100711241099","-86.2100711241099","-86.2100711241099","6887","6887","6887","-92.41594275959565","-92.41594275959565","-92.41594275959565","6887","6887","6887","-83.66354302988057","-83.66354302988057","-83.66354302988057"
"863568","6903","6903","6903","-95.10772040418368","-95.10772040418368","-95.10772040418368","6903","6903","6903","-71.4075433929125","-71.4075433929125","-71.4075433929125","6903","6903","6903","-67.75260366533526","-67.75260366533526","-67.75260366533526"
"865567","6919","6919","6919","-94.40614735346627","-94.40614735346627","-94.40614735346627","6919","6919","6919","-124.8072549103832","-124.8072549103832","-124.8072549103832","6919","6919","6919","-87.4930623337075","-87.4930623337075","-87.4930623337075"
"867566","6935","6935","6935","-160.86617252201123","-160.86617252201123","-160.86617252201123","6935","6935","6935","-130.71641481284593","-130.71641481284593","-130.71641481284593","6935","6935","6935","-139.20780905773796","-139.20780905773796","-139.20780905773796"
"869565","6951","6951","6951","-45.473106564367775","-45.473106564367775","-45.473106564367775","6951","6951","6951","-179.0703371954292","-179.0703371954292","-179.0703371954292","6951","6951","6951","-70.70522516493844","-70.70522516493844","-70.70522516493844"
"871564","6967","6967","6967","-92.42898322904207","-92.42898322904207","-92.42898322904207","6967","6967","6967","-111.04435579667674","-111.04435579667674","-111.04435579667674","6967","6967","6967","-83.94021889355498","-83.94021889355498","-83.94021889355498"
"873563","6983","6983","6983","-92.019954488595","-92.019954488595","-92.019954488595","6983","6983","6983","-73.20939868250791","-73.20939868250791","-73.20939868250791","6983","6983","6983","-148.7411914185531","-148.7411914185531","-148.7411914185531"
"875562","6999","6999","6999","-193.10846669566556","-193.10846669566556","-193.10846669566556","6999","6999","6999","-181.10077071594645","-181.10077071594645","-181.10077071594645","6999","6999","6999","-185.27848706540132","-185.27848706540132","-185.27848706540132"
"877561","7015","7015","7015","-60.33504465249404","-60.33504465249404","-60.33504465249404","7015","7015","7015","-134.57062200674162","-134.57062200674162","-134.57062200674162","7015","7015","7015","-82.17047386589837","-82.17047386589837","-82.17047386589837"
"879560","7031","7031","7031","-164.61107922875857","-164.61107922875857","-164.61107922875857","7031","7031","7031","-72.0876887892526","-72.0876887892526","-72.0876887892526","7031","7031","7031","-151.66109665554805","-151.66109665554805","-151.66109665554805"
"881559","7047","7047","7047","-106.4357281371815","-106.4357281371815","-106.4357281371815","7047","7047","7047","-63.79797999433236","-63.79797999433236","-63.79797999433236","7047","7047","7047","-161.96899735210448","-161.96899735210448","-161.96899735210448"
"883558","7063","7063","7063","-54.48831393055054","-54.48831393055054","-54.48831393055054","7063","7063","7063","-69.68481318080863","-69.68481318080863","-69.68481318080863","7063","7063","7063","-104.43543036358841","-104.43543036358841","-104.43543036358841"
"885557","7079","7079","7079","-108.50283024423935","-108.50283024423935","-108.50283024423935","7079","7079","7079","-164.4471074449762","-164.4471074449762","-164.4471074449762","7079","7079","7079","-71.82678845479666","-71.82678845479666","-71.82678845479666"
"887556","7095","7095","7095","-123.7823390537752","-123.7823390537752","-123.7823390537752","7095","7095","7095","-177.91685597478144","-177.91685597478144","-177.91685597478144","7095","7095","7095","-69.43993796964249","-69.43993796964249","-69.43993796964249"
"889555","7111","7111","7111","-103.32685569517028","-103.32685569517028","-103.32685569517028","7111","7111","7111","-123.55425879221524","-123.55425879221524","-123.55425879221524","7111","7111","7111","-157.2834134283544","-157.2834134283544","-157.2834134283544"
"891554","7127","7127","7127","-69.5993527417477","-69.5993527417477","-69.5993527417477","7127","7127","7127","-125.43965653267452","-125.43965653267452","-125.43965653267452","7127","7127","7127","-88.40419877213822","-88.40419877213822","-88.40419877213822"
"893553","7143","7143","7143","-189.96287600434567","-189.96287600434567","-189.96287600434567","7143","7143","7143","-74.01997972854053","-74.01997972854053","-74.01997972854053","7143","7143","7143","-163.91487541799933","-163.91487541799933","-163.91487541799933"
"895552","7159","7159","7159","-54.84595862240996","-54.84595862240996","-54.84595862240996","7159","7159","7159","-84.85939104989079","-84.85939104989079","-84.85939104989079","7159","7159","7159","-70.49280426667325","-70.49280426667325","-70.49280426667325"
"897551","7175","7175","7175","-104.61582589806036","-104.61582589806036","-104.61582589806036","7175","7175","7175","-63.96999900688789","-63.96999900688789","-63.96999900688789","7175","7175","7175","-93.69792504452211","-93.69792504452211","-93.69792504452211"
"899550","7191","7191","7191","-126.30009017422019","-126.30009017422019","-126.30009017422019","7191","7191","7191","-123.20788627861523","-123.20788627861523","-123.20788627861523","7191","7191","7191","-84.28089845628855","-84.28089845628855","-84.28089845628855"
"901549","7207","7207","7207","-174.39857599868424","-174.39857599868424","-174.39857599868424","7207","7207","7207","-163.08077810130288","-163.08077810130288","-163.08077810130288","7207","7207","7207","-93.17426862746267","-93.17426862746267","-93.17426862746267"
"903548","7223","7223","7223","-108.82604100653305","-108.82604100653305","-108.82604100653305","7223","7223","7223","-151.35171442554739","-151.35171442554739","-151.35171442554739","7223","7223","7223","-81.53107223751019","-81.53107223751019","-81.53107223751019"
"905547","7239","7239","7239","-176.2225811329846","-176.2225811329846","-176.2225811329846","7239","7239","7239","-158.47778857807742","-158.47778857807742","-158.47778857807742","7239","7239","7239","-105.77009043099106","-105.77009043099106","-105.77009043099106"
"907546","7255","7255","7255","-133.98244526324405","-133.98244526324405","-133.98244526324405","7255","7255","7255","-169.17509971007246","-169.17509971007246","-169.17509971007246","7255","7255","7255","-59.7290502385357","-59.7290502385357","-59.7290502385357"
"909545","7271","7271","7271","-175.10035095007706","-175.10035095007706","-175.10035095007706","7271","7271","7271","-119.99485666817522","-119.99485666817522","-119.99485666817522","7271","7271","7271","-108.80962985078102","-108.80962985078102","-108.80962985078102"
"911544","7287","7287","7287","-70.46255452773393","-70.46255452773393","-70.46255452773393","7287","7287","7287","-156.23211757975344","-156.23211757975344","-156.23211757975344","7287","7287","7287","-62.10156995494478","-62.10156995494478","-62.10156995494478"
"913543","7303","7303","7303","-154.18015457530197","-154.18015457530197","-154.18015457530197","7303","7303","7303","-108.46410788053605","-108.46410788053605","-108.46410788053605","7303","7303","7303","-153.9354104693466","-153.9354104693466","-153.9354104693466"
"915542","7319","7319","7319","-121.63908966000066","-121.63908966000066","-121.63908966000066","7319","7319","7319","-165.87194985927516","-165.87194985927516","-165.87194985927516","7319","7319","7319","-110.25626046412737","-110.25626046412737","-110.25626046412737"
"917541","7335","7335","7335","-147.88374024268091","-147.88374024268091","-147.88374024268091","7335","7335","7335","-166.79228981503496","-166.79228981503496","-166.79228981503496","7335","7335","7335","-147.00916223516722","-147.00916223516722","-147.00916223516722"
"919540","7351","7351","7351","-155.14703738791027","-155.14703738791027","-155.14703738791027","7351","7351","7351","-164.56024767503098","-164.56024767503098","-164.56024767503098","7351","7351","7351","-76.99484446528479","-76.99484446528479","-76.99484446528479"
"921539","7367","7367","7367","-174.27235751973876","-174.27235751973876","-174.27235751973876","7367","7367","7367","-114.74522529084608","-114.74522529084608","-114.74522529084608","7367","7367","7367","-102.45010831526136","-102.45010831526136","-102.45010831526136"
"923538","7383","7383","7383","-114.16528758463653","-114.16528758463653","-114.16528758463653","7383","7383","7383","-60.88140218838917","-60.88140218838917","-60.88140218838917","7383","7383","7383","-144.18741578430038","-144.18741578430038","-144.18741578430038"
"925537","7399","7399","7399","-104.0784104093202","-104.0784104093202","-104.0784104093202","7399","7399","7399","-102.88734343477653","-102.88734343477653","-102.88734343477653","7399","7399","7399","-159.5747910197604","-159.5747910197604","-159.5747910197604"
"927536","7415","7415","7415","-66.11945029690644","-66.11945029690644","-66.11945029690644","7415","7415","7415","-110.12529357792023","-110.12529357792023","-110.12529357792023","7415","7415","7415","-52.667737160571136","-52.667737160571136","-52.667737160571136"
"929535","7431","7431","7431","-67.79350890263193","-67.79350890263193","-67.79350890263193","7431","7431","7431","-100.0580081121087","-100.0580081121087","-100.0580081121087","7431","7431","7431","-83.34996630863722","-83.34996630863722","-83.34996630863722"
"931534","7447","7447","7447","-153.31177655889363","-153.31177655889363","-153.31177655889363","7447","7447","7447","-163.84356642126573","-163.84356642126573","-163.84356642126573","7447","7447","7447","-94.52237817560828","-94.52237817560828","-94.52237817560828"
"933533","7463","7463","7463","-150.34058547143664","-150.34058547143664","-150.34058547143664","7463","7463","7463","-131.85966178412357","-131.85966178412357","-131.85966178412357","7463","7463","7463","-180.0299592094713","-180.0299592094713","-180.0299592094713"
"935532","7479","7479","7479","-59.67254864741185","-59.67254864741185","-59.67254864741185","7479","7479","7479","-189.22840790887426","-189.22840790887426","-189.22840790887426","7479","7479","7479","-90.41411276595808","-90.41411276595808","-90.41411276595808"
"937531","7495","7495","7495","-49.11930579915437","-49.11930579915437","-49.11930579915437","7495","7495","7495","-94.80221711205566","-94.80221711205566","-94.80221711205566","7495","7495","7495","-47.23471343507384","-47.23471343507384","-47.23471343507384"
"939530","7511","7511","7511","-101.34242554266865","-101.34242554266865","-101.34242554266865","7511","7511","7511","-109.49080244009319","-109.49080244009319","-109.49080244009319","7511","7511","7511","-86.09226906324828","-86.09226906324828","-86.09226906324828"
"941529","7527","7527","7527","-145.19803412807744","-145.19803412807744","-145.19803412807744","7527","7527","7527","-158.36141088729875","-158.36141088729875","-158.36141088729875","7527","7527","7527","-83.59577208681853","-83.59577208681853","-83.59577208681853"
"943528","7543","7543","7543","-137.86134278764965","-137.86134278764965","-137.86134278764965","7543","7543","7543","-109.92840683771354","-109.92840683771354","-109.92840683771354","7543","7543","7543","-95.1814191747465","-95.1814191747465","-95.1814191747465"
"945527","7559","7559","7559","-147.03876264839727","-147.03876264839727","-147.03876264839727","7559","7559","7559","-121.32929407373823","-121.32929407373823","-121.32929407373823","7559","7559","7559","-164.02728546331736","-164.02728546331736","-164.02728546331736"
"947526","7575","7575","7575","-117.0850709954961","-117.0850709954961","-117.0850709954961","7575","7575","7575","-145.69007601507388","-145.69007601507388","-145.69007601507388","7575","7575","7575","-85.31357573305327","-85.31357573305327","-85.31357573305327"
"949525","7591","7591","7591","-67.8842444753013","-67.8842444753013","-67.8842444753013","7591","7591","7591","-166.31716934230613","-166.31716934230613","-166.31716934230613","7591","7591","7591","-157.79988168502936","-157.79988168502936","-157.79988168502936"
"951524","7607","7607","7607","-68.56603926340657","-68.56603926340657","-68.56603926340657","7607","7607","7607","-149.06312609981237","-149.06312609981237","-149.06312609981237","7607","7607","7607","-85.86358984863959","-85.86358984863959","-85.86358984863959"
"953523","7623","7623","7623","-160.76725664581647","-160.76725664581647","-160.76725664581647","7623","7623","7623","-71.82729877274141","-71.82729877274141","-71.82729877274141","7623","7623","7623","-138.15076554923596","-138.15076554923596","-138.15076554923596"
"955522","7639","7639","7639","-102.07550497441704","-102.07550497441704","-102.07550497441704","7639","7639","7639","-92.77416312186502","-92.77416312186502","-92.77416312186502","7639","7639","7639","-89.71767015548625","-89.71767015548625","-89.71767015548625"
"957521","7655","7655","7655","-165.66713382431553","-165.66713382431553","-165.66713382431553","7655","7655","7655","-161.66031577741924","-161.66031577741924","-161.66031577741924","7655","7655","7655","-125.99271026162418","-125.99271026162418","-125.99271026162418"
"959520","7671","7671","7671","-166.90157565304875","-166.90157565304875","-166.90157565304875","7671","7671","7671","-94.75175449164963","-94.75175449164963","-94.75175449164963","7671","7671","7671","-87.3836292282429","-87.3836292282429","-87.3836292282429"
"961519","7687","7687","7687","-132.31938052428745","-132.31938052428745","-132.31938052428745","7687","7687","7687","-72.11943574745513","-72.11943574745513","-72.11943574745513","7687","7687","7687","-68.12242074156137","-68.12242074156137","-68.12242074156137"
"963518","7703","7703","7703","-171.8785382531066","-171.8785382531066","-171.8785382531066","7703","7703","7703","-93.32339620560721","-93.32339620560721","-93.32339620560721","7703","7703","7703","-69.59879837165923","-69.59879837165923","-69.59879837165923"
"965517","7719","7719","7719","-84.60266328403426","-84.60266328403426","-84.60266328403426","7719","7719","7719","-147.44162186628446","-147.44162186628446","-147.44162186628446","7719","7719","7719","-86.56381312468591","-86.56381312468591","-86.56381312468591"
"967516","7735","7735","7735","-130.25920959447322","-130.25920959447322","-130.25920959447322","7735","7735","7735","-101.11346606404847","-101.11346606404847","-101.11346606404847","7735","7735","7735","-158.76378413218092","-158.76378413218092","-158.76378413218092"
"969515","7751","7751","7751","-66.87178671794402","-66.87178671794402","-66.87178671794402","7751","7751","7751","-77.04923910945719","-77.04923910945719","-77.04923910945719","7751","7751","7751","-65.62550627652482","-65.62550627652482","-65.62550627652482"
