"sac_train/steps","wobbly-sun-24 - _step","wobbly-sun-24 - _step__MIN","wobbly-sun-24 - _step__MAX","wobbly-sun-24 - sac_train/episode_return","wobbly-sun-24 - sac_train/episode_return__MIN","wobbly-sun-24 - sac_train/episode_return__MAX","unique-planet-23 - _step","unique-planet-23 - _step__MIN","unique-planet-23 - _step__MAX","unique-planet-23 - sac_train/episode_return","unique-planet-23 - sac_train/episode_return__MIN","unique-planet-23 - sac_train/episode_return__MAX","eternal-morning-22 - _step","eternal-morning-22 - _step__MIN","eternal-morning-22 - _step__MAX","eternal-morning-22 - sac_train/episode_return","eternal-morning-22 - sac_train/episode_return__MIN","eternal-morning-22 - sac_train/episode_return__MAX","likely-glitter-21 - _step","likely-glitter-21 - _step__MIN","likely-glitter-21 - _step__MAX","likely-glitter-21 - sac_train/episode_return","likely-glitter-21 - sac_train/episode_return__MIN","likely-glitter-21 - sac_train/episode_return__MAX","silvery-aardvark-20 - _step","silvery-aardvark-20 - _step__MIN","silvery-aardvark-20 - _step__MAX","silvery-aardvark-20 - sac_train/episode_return","silvery-aardvark-20 - sac_train/episode_return__MIN","silvery-aardvark-20 - sac_train/episode_return__MAX"
"77200","8104","8104","8104","-119.92648306895313","-119.92648306895313","-119.92648306895313","8104","8104","8104","-115.6696408587071","-115.6696408587071","-115.6696408587071","8104","8104","8104","-219.31329769381097","-219.31329769381097","-219.31329769381097","8104","8104","8104","-352.9612855493172","-352.9612855493172","-352.9612855493172","8104","8104","8104","-120.29876580419219","-120.29876580419219","-120.29876580419219"
"77400","8125","8125","8125","-124.20010266993188","-124.20010266993188","-124.20010266993188","8125","8125","8125","-118.0954950042323","-118.0954950042323","-118.0954950042323","8125","8125","8125","-235.012098121757","-235.012098121757","-235.012098121757","8125","8125","8125","-232.04078866985617","-232.04078866985617","-232.04078866985617","8125","8125","8125","-220.05805730354885","-220.05805730354885","-220.05805730354885"
"77600","8146","8146","8146","-123.3576138462154","-123.3576138462154","-123.3576138462154","8146","8146","8146","-120.9706737658208","-120.9706737658208","-120.9706737658208","8146","8146","8146","-127.86010939195937","-127.86010939195937","-127.86010939195937","8146","8146","8146","-0.31006488090438383","-0.31006488090438383","-0.31006488090438383","8146","8146","8146","-119.776843474672","-119.776843474672","-119.776843474672"
"77800","8167","8167","8167","-114.97474016815478","-114.97474016815478","-114.97474016815478","8167","8167","8167","-228.5406804657312","-228.5406804657312","-228.5406804657312","8167","8167","8167","-2.6372797603562663","-2.6372797603562663","-2.6372797603562663","8167","8167","8167","-223.85831566054583","-223.85831566054583","-223.85831566054583","8167","8167","8167","-336.71927824087027","-336.71927824087027","-336.71927824087027"
"78000","8188","8188","8188","-119.60840181815446","-119.60840181815446","-119.60840181815446","8188","8188","8188","-125.65604849102375","-125.65604849102375","-125.65604849102375","8188","8188","8188","-121.68881152885312","-121.68881152885312","-121.68881152885312","8188","8188","8188","-121.95569416908624","-121.95569416908624","-121.95569416908624","8188","8188","8188","-113.97261529011878","-113.97261529011878","-113.97261529011878"
"78200","8209","8209","8209","-233.62067479303994","-233.62067479303994","-233.62067479303994","8209","8209","8209","-123.4770953686","-123.4770953686","-123.4770953686","8209","8209","8209","-224.71949645584405","-224.71949645584405","-224.71949645584405","8209","8209","8209","-122.39232762620698","-122.39232762620698","-122.39232762620698","8209","8209","8209","-121.1276938226978","-121.1276938226978","-121.1276938226978"
"78400","8230","8230","8230","-0.2739882699002361","-0.2739882699002361","-0.2739882699002361","8230","8230","8230","-238.47798355965918","-238.47798355965918","-238.47798355965918","8230","8230","8230","-231.582909628291","-231.582909628291","-231.582909628291","8230","8230","8230","-118.29292883250552","-118.29292883250552","-118.29292883250552","8230","8230","8230","-125.10301765896865","-125.10301765896865","-125.10301765896865"
"78600","8251","8251","8251","-229.60017121497418","-229.60017121497418","-229.60017121497418","8251","8251","8251","-124.55126200004031","-124.55126200004031","-124.55126200004031","8251","8251","8251","-224.6609083344052","-224.6609083344052","-224.6609083344052","8251","8251","8251","-232.01174383645215","-232.01174383645215","-232.01174383645215","8251","8251","8251","-256.71578016071777","-256.71578016071777","-256.71578016071777"
"78800","8272","8272","8272","-113.99972214948836","-113.99972214948836","-113.99972214948836","8272","8272","8272","-125.79443463637713","-125.79443463637713","-125.79443463637713","8272","8272","8272","-2.5566729826956323","-2.5566729826956323","-2.5566729826956323","8272","8272","8272","-116.27792424842114","-116.27792424842114","-116.27792424842114","8272","8272","8272","-2.1499825465499725","-2.1499825465499725","-2.1499825465499725"
"79000","8293","8293","8293","-122.67015821342447","-122.67015821342447","-122.67015821342447","8293","8293","8293","-120.83050918941689","-120.83050918941689","-120.83050918941689","8293","8293","8293","-123.22856827327212","-123.22856827327212","-123.22856827327212","8293","8293","8293","-117.37536105436195","-117.37536105436195","-117.37536105436195","8293","8293","8293","-224.99695974686054","-224.99695974686054","-224.99695974686054"
"79200","8314","8314","8314","-124.04127692041217","-124.04127692041217","-124.04127692041217","8314","8314","8314","-116.86007137681514","-116.86007137681514","-116.86007137681514","8314","8314","8314","-222.55863959746463","-222.55863959746463","-222.55863959746463","8314","8314","8314","-119.48309667354967","-119.48309667354967","-119.48309667354967","8314","8314","8314","-227.2137941197092","-227.2137941197092","-227.2137941197092"
"79400","8335","8335","8335","-124.65999040438868","-124.65999040438868","-124.65999040438868","8335","8335","8335","-122.5766966086263","-122.5766966086263","-122.5766966086263","8335","8335","8335","-119.69402755181575","-119.69402755181575","-119.69402755181575","8335","8335","8335","-118.45829625567893","-118.45829625567893","-118.45829625567893","8335","8335","8335","-119.06214427399328","-119.06214427399328","-119.06214427399328"
"79600","8356","8356","8356","-222.97132321107713","-222.97132321107713","-222.97132321107713","8356","8356","8356","-3.112288077631902","-3.112288077631902","-3.112288077631902","8356","8356","8356","-124.82009541895785","-124.82009541895785","-124.82009541895785","8356","8356","8356","-220.64508820200584","-220.64508820200584","-220.64508820200584","8356","8356","8356","-2.829044254962138","-2.829044254962138","-2.829044254962138"
"79800","8377","8377","8377","-123.33158241138884","-123.33158241138884","-123.33158241138884","8377","8377","8377","-122.29171676929933","-122.29171676929933","-122.29171676929933","8377","8377","8377","-117.92732895356353","-117.92732895356353","-117.92732895356353","8377","8377","8377","-1.1084076299240533","-1.1084076299240533","-1.1084076299240533","8377","8377","8377","-117.97396990893695","-117.97396990893695","-117.97396990893695"
"80000","8398","8398","8398","-0.7730202064694491","-0.7730202064694491","-0.7730202064694491","8398","8398","8398","-124.0433780245066","-124.0433780245066","-124.0433780245066","8398","8398","8398","-235.31006457443237","-235.31006457443237","-235.31006457443237","8398","8398","8398","-116.84194500838649","-116.84194500838649","-116.84194500838649","8398","8398","8398","-221.45852264128453","-221.45852264128453","-221.45852264128453"
"80200","8419","8419","8419","-116.71596839743079","-116.71596839743079","-116.71596839743079","8419","8419","8419","-124.08853531420748","-124.08853531420748","-124.08853531420748","8419","8419","8419","-244.09037806034962","-244.09037806034962","-244.09037806034962","8419","8419","8419","-125.1994633913915","-125.1994633913915","-125.1994633913915","8419","8419","8419","-231.50401280151908","-231.50401280151908","-231.50401280151908"
"80400","8440","8440","8440","-118.03291531439393","-118.03291531439393","-118.03291531439393","8440","8440","8440","-4.903376946928577","-4.903376946928577","-4.903376946928577","8440","8440","8440","-2.6484769122244445","-2.6484769122244445","-2.6484769122244445","8440","8440","8440","-350.9469463255127","-350.9469463255127","-350.9469463255127","8440","8440","8440","-120.98804862458032","-120.98804862458032","-120.98804862458032"
"80600","8461","8461","8461","-3.1487837701621695","-3.1487837701621695","-3.1487837701621695","8461","8461","8461","-252.4898867689318","-252.4898867689318","-252.4898867689318","8461","8461","8461","-266.8170442374067","-266.8170442374067","-266.8170442374067","8461","8461","8461","-1.722743593062423","-1.722743593062423","-1.722743593062423","8461","8461","8461","-118.67987026666444","-118.67987026666444","-118.67987026666444"
"80800","8482","8482","8482","-221.45340816292727","-221.45340816292727","-221.45340816292727","8482","8482","8482","-129.98357432207442","-129.98357432207442","-129.98357432207442","8482","8482","8482","-221.40542455984723","-221.40542455984723","-221.40542455984723","8482","8482","8482","-124.90780619027103","-124.90780619027103","-124.90780619027103","8482","8482","8482","-115.91083013313515","-115.91083013313515","-115.91083013313515"
"81000","8503","8503","8503","-124.69676258971056","-124.69676258971056","-124.69676258971056","8503","8503","8503","-1.799827442347639","-1.799827442347639","-1.799827442347639","8503","8503","8503","-225.7926946851625","-225.7926946851625","-225.7926946851625","8503","8503","8503","-124.90716756565301","-124.90716756565301","-124.90716756565301","8503","8503","8503","-2.6628746509879284","-2.6628746509879284","-2.6628746509879284"
"81200","8524","8524","8524","-126.41844962481419","-126.41844962481419","-126.41844962481419","8524","8524","8524","-238.9596706060252","-238.9596706060252","-238.9596706060252","8524","8524","8524","-348.096359105713","-348.096359105713","-348.096359105713","8524","8524","8524","-121.98455085516412","-121.98455085516412","-121.98455085516412","8524","8524","8524","-2.940595711397545","-2.940595711397545","-2.940595711397545"
"81400","8545","8545","8545","-120.08827011777389","-120.08827011777389","-120.08827011777389","8545","8545","8545","-126.22624264710937","-126.22624264710937","-126.22624264710937","8545","8545","8545","-119.70048351507656","-119.70048351507656","-119.70048351507656","8545","8545","8545","-118.9246536045335","-118.9246536045335","-118.9246536045335","8545","8545","8545","-221.71997773912668","-221.71997773912668","-221.71997773912668"
"81600","8566","8566","8566","-125.16516258157338","-125.16516258157338","-125.16516258157338","8566","8566","8566","-123.55017691141246","-123.55017691141246","-123.55017691141246","8566","8566","8566","-127.51254061351703","-127.51254061351703","-127.51254061351703","8566","8566","8566","-127.81479931935924","-127.81479931935924","-127.81479931935924","8566","8566","8566","-125.5857918316639","-125.5857918316639","-125.5857918316639"
"81800","8587","8587","8587","-229.9052934498652","-229.9052934498652","-229.9052934498652","8587","8587","8587","-3.836562675547001","-3.836562675547001","-3.836562675547001","8587","8587","8587","-129.2514825948647","-129.2514825948647","-129.2514825948647","8587","8587","8587","-343.2011389923221","-343.2011389923221","-343.2011389923221","8587","8587","8587","-117.20395887313107","-117.20395887313107","-117.20395887313107"
"82000","8608","8608","8608","-346.2470149873431","-346.2470149873431","-346.2470149873431","8608","8608","8608","-127.8361825212947","-127.8361825212947","-127.8361825212947","8608","8608","8608","-116.59993176956722","-116.59993176956722","-116.59993176956722","8608","8608","8608","-126.64780739284447","-126.64780739284447","-126.64780739284447","8608","8608","8608","-121.124164802039","-121.124164802039","-121.124164802039"
"82200","8629","8629","8629","-225.68378295899922","-225.68378295899922","-225.68378295899922","8629","8629","8629","-120.59840440769652","-120.59840440769652","-120.59840440769652","8629","8629","8629","-237.20021950590998","-237.20021950590998","-237.20021950590998","8629","8629","8629","-114.6937717542831","-114.6937717542831","-114.6937717542831","8629","8629","8629","-121.73173734171992","-121.73173734171992","-121.73173734171992"
"82400","8650","8650","8650","-120.76939311174824","-120.76939311174824","-120.76939311174824","8650","8650","8650","-234.95296864355498","-234.95296864355498","-234.95296864355498","8650","8650","8650","-235.3107250507236","-235.3107250507236","-235.3107250507236","8650","8650","8650","-123.35917371950042","-123.35917371950042","-123.35917371950042","8650","8650","8650","-233.25863371229744","-233.25863371229744","-233.25863371229744"
"82600","8671","8671","8671","-236.8812439840353","-236.8812439840353","-236.8812439840353","8671","8671","8671","-121.74724183241035","-121.74724183241035","-121.74724183241035","8671","8671","8671","-118.83993142338565","-118.83993142338565","-118.83993142338565","8671","8671","8671","-1.427090728877595","-1.427090728877595","-1.427090728877595","8671","8671","8671","-1.3590722658639447","-1.3590722658639447","-1.3590722658639447"
"82800","8692","8692","8692","-2.4251649695724558","-2.4251649695724558","-2.4251649695724558","8692","8692","8692","-124.7108930519675","-124.7108930519675","-124.7108930519675","8692","8692","8692","-350.1759964639013","-350.1759964639013","-350.1759964639013","8692","8692","8692","-122.09712884334172","-122.09712884334172","-122.09712884334172","8692","8692","8692","-329.10740115117136","-329.10740115117136","-329.10740115117136"
"83000","8713","8713","8713","-0.5202888443156046","-0.5202888443156046","-0.5202888443156046","8713","8713","8713","-230.0381582980086","-230.0381582980086","-230.0381582980086","8713","8713","8713","-220.33812979381767","-220.33812979381767","-220.33812979381767","8713","8713","8713","-324.8201005012014","-324.8201005012014","-324.8201005012014","8713","8713","8713","-127.00691808211573","-127.00691808211573","-127.00691808211573"
"83200","8734","8734","8734","-118.0176174056199","-118.0176174056199","-118.0176174056199","8734","8734","8734","-120.5552222470648","-120.5552222470648","-120.5552222470648","8734","8734","8734","-224.98517867177947","-224.98517867177947","-224.98517867177947","8734","8734","8734","-352.05914307520015","-352.05914307520015","-352.05914307520015","8734","8734","8734","-117.17187671441826","-117.17187671441826","-117.17187671441826"
"83400","8755","8755","8755","-232.0170561337119","-232.0170561337119","-232.0170561337119","8755","8755","8755","-349.4124954567844","-349.4124954567844","-349.4124954567844","8755","8755","8755","-125.6738068205929","-125.6738068205929","-125.6738068205929","8755","8755","8755","-127.57492004633785","-127.57492004633785","-127.57492004633785","8755","8755","8755","-120.02306821012267","-120.02306821012267","-120.02306821012267"
"83600","8776","8776","8776","-116.08397020675645","-116.08397020675645","-116.08397020675645","8776","8776","8776","-121.61270272207959","-121.61270272207959","-121.61270272207959","8776","8776","8776","-117.2523587228515","-117.2523587228515","-117.2523587228515","8776","8776","8776","-350.1252839106485","-350.1252839106485","-350.1252839106485","8776","8776","8776","-243.98031300689718","-243.98031300689718","-243.98031300689718"
"83800","8797","8797","8797","-117.2446062993008","-117.2446062993008","-117.2446062993008","8797","8797","8797","-121.55277679105544","-121.55277679105544","-121.55277679105544","8797","8797","8797","-113.66330442297135","-113.66330442297135","-113.66330442297135","8797","8797","8797","-124.66397742887285","-124.66397742887285","-124.66397742887285","8797","8797","8797","-118.03648890086451","-118.03648890086451","-118.03648890086451"
"84000","8818","8818","8818","-115.88963427422281","-115.88963427422281","-115.88963427422281","8818","8818","8818","-121.357351189662","-121.357351189662","-121.357351189662","8818","8818","8818","-221.76263136714988","-221.76263136714988","-221.76263136714988","8818","8818","8818","-125.48436679556404","-125.48436679556404","-125.48436679556404","8818","8818","8818","-119.68258178995949","-119.68258178995949","-119.68258178995949"
"84200","8839","8839","8839","-231.50732313740977","-231.50732313740977","-231.50732313740977","8839","8839","8839","-231.3654222580035","-231.3654222580035","-231.3654222580035","8839","8839","8839","-122.6834252428154","-122.6834252428154","-122.6834252428154","8839","8839","8839","-118.73860115281566","-118.73860115281566","-118.73860115281566","8839","8839","8839","-230.71466142364918","-230.71466142364918","-230.71466142364918"
"84400","8860","8860","8860","-119.42844824116838","-119.42844824116838","-119.42844824116838","8860","8860","8860","-124.64199242979869","-124.64199242979869","-124.64199242979869","8860","8860","8860","-124.30869474843676","-124.30869474843676","-124.30869474843676","8860","8860","8860","-236.8381236262998","-236.8381236262998","-236.8381236262998","8860","8860","8860","-226.05288173411205","-226.05288173411205","-226.05288173411205"
"84600","8881","8881","8881","-119.76723269959909","-119.76723269959909","-119.76723269959909","8881","8881","8881","-125.93417015490753","-125.93417015490753","-125.93417015490753","8881","8881","8881","-227.60090187946813","-227.60090187946813","-227.60090187946813","8881","8881","8881","-113.85191729379177","-113.85191729379177","-113.85191729379177","8881","8881","8881","-2.4670967614876345","-2.4670967614876345","-2.4670967614876345"
"84800","8902","8902","8902","-113.78917057306064","-113.78917057306064","-113.78917057306064","8902","8902","8902","-324.1528471078055","-324.1528471078055","-324.1528471078055","8902","8902","8902","-319.6019765141491","-319.6019765141491","-319.6019765141491","8902","8902","8902","-116.14389668650801","-116.14389668650801","-116.14389668650801","8902","8902","8902","-238.63612584827612","-238.63612584827612","-238.63612584827612"
"85000","8923","8923","8923","-231.0895414478976","-231.0895414478976","-231.0895414478976","8923","8923","8923","-0.7331675027924829","-0.7331675027924829","-0.7331675027924829","8923","8923","8923","-121.79303629317185","-121.79303629317185","-121.79303629317185","8923","8923","8923","-330.94207887796364","-330.94207887796364","-330.94207887796364","8923","8923","8923","-229.91037483009572","-229.91037483009572","-229.91037483009572"
"85200","8944","8944","8944","-367.33970042416195","-367.33970042416195","-367.33970042416195","8944","8944","8944","-119.35035706393676","-119.35035706393676","-119.35035706393676","8944","8944","8944","-126.85460454769581","-126.85460454769581","-126.85460454769581","8944","8944","8944","-116.52696695759236","-116.52696695759236","-116.52696695759236","8944","8944","8944","-124.52743565960937","-124.52743565960937","-124.52743565960937"
"85400","8965","8965","8965","-125.79666754771856","-125.79666754771856","-125.79666754771856","8965","8965","8965","-2.8334197599701803","-2.8334197599701803","-2.8334197599701803","8965","8965","8965","-126.5080626052416","-126.5080626052416","-126.5080626052416","8965","8965","8965","-117.45539726915648","-117.45539726915648","-117.45539726915648","8965","8965","8965","-122.2356746519495","-122.2356746519495","-122.2356746519495"
"85600","8986","8986","8986","-120.84584083077314","-120.84584083077314","-120.84584083077314","8986","8986","8986","-238.4716015303304","-238.4716015303304","-238.4716015303304","8986","8986","8986","-2.4068136206903183","-2.4068136206903183","-2.4068136206903183","8986","8986","8986","-236.95065984180704","-236.95065984180704","-236.95065984180704","8986","8986","8986","-117.82902603018928","-117.82902603018928","-117.82902603018928"
"85800","9007","9007","9007","-348.8304155189332","-348.8304155189332","-348.8304155189332","9007","9007","9007","-129.05927340577568","-129.05927340577568","-129.05927340577568","9007","9007","9007","-119.39695173381706","-119.39695173381706","-119.39695173381706","9007","9007","9007","-117.98491296565292","-117.98491296565292","-117.98491296565292","9007","9007","9007","-121.19450995447893","-121.19450995447893","-121.19450995447893"
"86000","9028","9028","9028","-116.85923327950107","-116.85923327950107","-116.85923327950107","9028","9028","9028","-115.17254018108017","-115.17254018108017","-115.17254018108017","9028","9028","9028","-116.76226610477723","-116.76226610477723","-116.76226610477723","9028","9028","9028","-117.97977164710578","-117.97977164710578","-117.97977164710578","9028","9028","9028","-117.37782426099743","-117.37782426099743","-117.37782426099743"
"86200","9049","9049","9049","-119.53846567330517","-119.53846567330517","-119.53846567330517","9049","9049","9049","-117.54097304946066","-117.54097304946066","-117.54097304946066","9049","9049","9049","-1.3552773091492283","-1.3552773091492283","-1.3552773091492283","9049","9049","9049","-119.10342048467628","-119.10342048467628","-119.10342048467628","9049","9049","9049","-220.87753505479557","-220.87753505479557","-220.87753505479557"
"86400","9070","9070","9070","-118.01562244948408","-118.01562244948408","-118.01562244948408","9070","9070","9070","-2.5421285071306317","-2.5421285071306317","-2.5421285071306317","9070","9070","9070","-224.04413263836804","-224.04413263836804","-224.04413263836804","9070","9070","9070","-123.13261239147532","-123.13261239147532","-123.13261239147532","9070","9070","9070","-225.82062490879105","-225.82062490879105","-225.82062490879105"
"86600","9091","9091","9091","-121.11956672411465","-121.11956672411465","-121.11956672411465","9091","9091","9091","-117.98921630648033","-117.98921630648033","-117.98921630648033","9091","9091","9091","-121.83721984203389","-121.83721984203389","-121.83721984203389","9091","9091","9091","-119.38189097279384","-119.38189097279384","-119.38189097279384","9091","9091","9091","-252.81598004283828","-252.81598004283828","-252.81598004283828"
"86800","9112","9112","9112","-362.41634991422376","-362.41634991422376","-362.41634991422376","9112","9112","9112","-120.5062757991844","-120.5062757991844","-120.5062757991844","9112","9112","9112","-227.38178308485047","-227.38178308485047","-227.38178308485047","9112","9112","9112","-126.00249315171729","-126.00249315171729","-126.00249315171729","9112","9112","9112","-125.70886681943153","-125.70886681943153","-125.70886681943153"
"87000","9133","9133","9133","-119.46760279551627","-119.46760279551627","-119.46760279551627","9133","9133","9133","-236.15488239282507","-236.15488239282507","-236.15488239282507","9133","9133","9133","-123.19345106078563","-123.19345106078563","-123.19345106078563","9133","9133","9133","-113.37308232486916","-113.37308232486916","-113.37308232486916","9133","9133","9133","-248.58076137339955","-248.58076137339955","-248.58076137339955"
"87200","9154","9154","9154","-121.3607856822257","-121.3607856822257","-121.3607856822257","9154","9154","9154","-122.26817745680106","-122.26817745680106","-122.26817745680106","9154","9154","9154","-120.8202649579133","-120.8202649579133","-120.8202649579133","9154","9154","9154","-124.24439120981363","-124.24439120981363","-124.24439120981363","9154","9154","9154","-119.58176510929343","-119.58176510929343","-119.58176510929343"
"87400","9175","9175","9175","-115.52737947170453","-115.52737947170453","-115.52737947170453","9175","9175","9175","-2.132635654817987","-2.132635654817987","-2.132635654817987","9175","9175","9175","-121.6194705185952","-121.6194705185952","-121.6194705185952","9175","9175","9175","-223.48688674125395","-223.48688674125395","-223.48688674125395","9175","9175","9175","-223.42029759074114","-223.42029759074114","-223.42029759074114"
"87600","9196","9196","9196","-124.87683678805972","-124.87683678805972","-124.87683678805972","9196","9196","9196","-123.73675431116366","-123.73675431116366","-123.73675431116366","9196","9196","9196","-228.1148686520946","-228.1148686520946","-228.1148686520946","9196","9196","9196","-116.76291334130188","-116.76291334130188","-116.76291334130188","9196","9196","9196","-119.76419005085408","-119.76419005085408","-119.76419005085408"
"87800","9217","9217","9217","-0.9074300747141144","-0.9074300747141144","-0.9074300747141144","9217","9217","9217","-2.4764827749297167","-2.4764827749297167","-2.4764827749297167","9217","9217","9217","-117.9546141541887","-117.9546141541887","-117.9546141541887","9217","9217","9217","-2.194662374597657","-2.194662374597657","-2.194662374597657","9217","9217","9217","-284.14925560614563","-284.14925560614563","-284.14925560614563"
"88000","9238","9238","9238","-237.56228684812797","-237.56228684812797","-237.56228684812797","9238","9238","9238","-120.45897697707468","-120.45897697707468","-120.45897697707468","9238","9238","9238","-326.66069527199033","-326.66069527199033","-326.66069527199033","9238","9238","9238","-231.10925098823887","-231.10925098823887","-231.10925098823887","9238","9238","9238","-120.51410865264369","-120.51410865264369","-120.51410865264369"
"88200","9259","9259","9259","-117.68483934965965","-117.68483934965965","-117.68483934965965","9259","9259","9259","-117.33950730792364","-117.33950730792364","-117.33950730792364","9259","9259","9259","-0.5508546268217085","-0.5508546268217085","-0.5508546268217085","9259","9259","9259","-122.94597913534906","-122.94597913534906","-122.94597913534906","9259","9259","9259","-223.66110089953938","-223.66110089953938","-223.66110089953938"
"88400","9280","9280","9280","-226.95864570590567","-226.95864570590567","-226.95864570590567","9280","9280","9280","-227.5824592799462","-227.5824592799462","-227.5824592799462","9280","9280","9280","-0.7410638951857531","-0.7410638951857531","-0.7410638951857531","9280","9280","9280","-123.89193417562926","-123.89193417562926","-123.89193417562926","9280","9280","9280","-118.09176694353327","-118.09176694353327","-118.09176694353327"
"88600","9301","9301","9301","-117.36445427149788","-117.36445427149788","-117.36445427149788","9301","9301","9301","-118.17717697366855","-118.17717697366855","-118.17717697366855","9301","9301","9301","-123.5054082838217","-123.5054082838217","-123.5054082838217","9301","9301","9301","-229.21010091226202","-229.21010091226202","-229.21010091226202","9301","9301","9301","-241.61042527708","-241.61042527708","-241.61042527708"
"88800","9322","9322","9322","-119.04974148858794","-119.04974148858794","-119.04974148858794","9322","9322","9322","-239.27631345630317","-239.27631345630317","-239.27631345630317","9322","9322","9322","-118.64099489551653","-118.64099489551653","-118.64099489551653","9322","9322","9322","-231.8684711705991","-231.8684711705991","-231.8684711705991","9322","9322","9322","-120.59319916730611","-120.59319916730611","-120.59319916730611"
"89000","9343","9343","9343","-239.82234734293473","-239.82234734293473","-239.82234734293473","9343","9343","9343","-119.00509494220192","-119.00509494220192","-119.00509494220192","9343","9343","9343","-118.31060475673873","-118.31060475673873","-118.31060475673873","9343","9343","9343","-125.09725019912558","-125.09725019912558","-125.09725019912558","9343","9343","9343","-123.43925895078412","-123.43925895078412","-123.43925895078412"
"89200","9364","9364","9364","-125.58663763338203","-125.58663763338203","-125.58663763338203","9364","9364","9364","-229.88732980107807","-229.88732980107807","-229.88732980107807","9364","9364","9364","-343.99957683762483","-343.99957683762483","-343.99957683762483","9364","9364","9364","-118.1342463470594","-118.1342463470594","-118.1342463470594","9364","9364","9364","-126.67861958294016","-126.67861958294016","-126.67861958294016"
"89400","9385","9385","9385","-129.48080404496264","-129.48080404496264","-129.48080404496264","9385","9385","9385","-118.74827771470498","-118.74827771470498","-118.74827771470498","9385","9385","9385","-0.46643418490777006","-0.46643418490777006","-0.46643418490777006","9385","9385","9385","-122.25171447338847","-122.25171447338847","-122.25171447338847","9385","9385","9385","-126.27566390588434","-126.27566390588434","-126.27566390588434"
"89600","9406","9406","9406","-279.7180409101454","-279.7180409101454","-279.7180409101454","9406","9406","9406","-119.03240893870938","-119.03240893870938","-119.03240893870938","9406","9406","9406","-230.70987289501153","-230.70987289501153","-230.70987289501153","9406","9406","9406","-124.28507267437352","-124.28507267437352","-124.28507267437352","9406","9406","9406","-224.04061831048435","-224.04061831048435","-224.04061831048435"
"89800","9427","9427","9427","-119.72500360114755","-119.72500360114755","-119.72500360114755","9427","9427","9427","-126.6263986191138","-126.6263986191138","-126.6263986191138","9427","9427","9427","-227.5980514840232","-227.5980514840232","-227.5980514840232","9427","9427","9427","-119.78151063176017","-119.78151063176017","-119.78151063176017","9427","9427","9427","-227.28668883341928","-227.28668883341928","-227.28668883341928"
"90000","9448","9448","9448","-395.57905396387855","-395.57905396387855","-395.57905396387855","9448","9448","9448","-119.55600248917912","-119.55600248917912","-119.55600248917912","9448","9448","9448","-119.68663630126719","-119.68663630126719","-119.68663630126719","9448","9448","9448","-117.50725587242563","-117.50725587242563","-117.50725587242563","9448","9448","9448","-221.85754490458993","-221.85754490458993","-221.85754490458993"
"90200","9469","9469","9469","-126.93151703352325","-126.93151703352325","-126.93151703352325","9469","9469","9469","-1.7392496184068373","-1.7392496184068373","-1.7392496184068373","9469","9469","9469","-224.47909960532053","-224.47909960532053","-224.47909960532053","9469","9469","9469","-122.45971300060849","-122.45971300060849","-122.45971300060849","9469","9469","9469","-117.83438479880876","-117.83438479880876","-117.83438479880876"
"90400","9490","9490","9490","-120.32461105272948","-120.32461105272948","-120.32461105272948","9490","9490","9490","-1.888056790801101","-1.888056790801101","-1.888056790801101","9490","9490","9490","-1.9118640865445493","-1.9118640865445493","-1.9118640865445493","9490","9490","9490","-124.19953292770242","-124.19953292770242","-124.19953292770242","9490","9490","9490","-0.9232898938145394","-0.9232898938145394","-0.9232898938145394"
"90600","9511","9511","9511","-120.23502640326915","-120.23502640326915","-120.23502640326915","9511","9511","9511","-235.66942553394887","-235.66942553394887","-235.66942553394887","9511","9511","9511","-122.16396910877286","-122.16396910877286","-122.16396910877286","9511","9511","9511","-2.492767984232814","-2.492767984232814","-2.492767984232814","9511","9511","9511","-224.3589582186214","-224.3589582186214","-224.3589582186214"
"90800","9532","9532","9532","-233.22182459476758","-233.22182459476758","-233.22182459476758","9532","9532","9532","-122.42250906968209","-122.42250906968209","-122.42250906968209","9532","9532","9532","-221.307428744348","-221.307428744348","-221.307428744348","9532","9532","9532","-121.4952053373812","-121.4952053373812","-121.4952053373812","9532","9532","9532","-230.35690013480078","-230.35690013480078","-230.35690013480078"
"91000","9553","9553","9553","-231.4317952809097","-231.4317952809097","-231.4317952809097","9553","9553","9553","-269.4712645897508","-269.4712645897508","-269.4712645897508","9553","9553","9553","-230.21018755590472","-230.21018755590472","-230.21018755590472","9553","9553","9553","-127.66103650404466","-127.66103650404466","-127.66103650404466","9553","9553","9553","-118.07482285962845","-118.07482285962845","-118.07482285962845"
"91200","9574","9574","9574","-2.6854563057813405","-2.6854563057813405","-2.6854563057813405","9574","9574","9574","-122.18797463646963","-122.18797463646963","-122.18797463646963","9574","9574","9574","-232.81141072824988","-232.81141072824988","-232.81141072824988","9574","9574","9574","-126.26794701619184","-126.26794701619184","-126.26794701619184","9574","9574","9574","-128.10982930985648","-128.10982930985648","-128.10982930985648"
"91400","9595","9595","9595","-1.8512272215961745","-1.8512272215961745","-1.8512272215961745","9595","9595","9595","-121.87889127369475","-121.87889127369475","-121.87889127369475","9595","9595","9595","-119.3091662161224","-119.3091662161224","-119.3091662161224","9595","9595","9595","-121.06680626499903","-121.06680626499903","-121.06680626499903","9595","9595","9595","-232.96751155860423","-232.96751155860423","-232.96751155860423"
